SGBid	genomename	uSGB	estTaxLevel	estTaxonomy	closestTaxLevel	closestTaxID	krakenDBtaxid	avgDist	medianAb	noSamples
2021	BritoIL_2016__W3.22.ST__bin.8	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_P5_119	59823.0	976.0	0.290789571429	0.8310795968000001	161
2023	HMP_2012__SRS023604__bin.35	Yes	Other	-	k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_trachomatis	813.0	204428.0	0.18072733333299998	0.5054158282	3
2024	VincentC_2016__MM096_megahit__bin.11	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	59823.0	976.0	0.2969156	1.4962989675999998	5
2025	HMP_2012__SRS011529__bin.34	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_P5_108	59823.0	976.0	0.29144699999999996	0.5170138793	2
2036	HMP_2012__SRS012285__bin.18	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_catoniae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_catoniae	41976.0	41976.0	0.031030524444400003	0.6245764554	45
2037	HMP_2012__SRS042984__bin.3	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_catoniae	41976.0	171551.0	0.14499717142899998	0.6326557227	35
2038	HMP_2012__SRS022536__bin.50	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_catoniae	41976.0	171551.0	0.154849125	0.971344788	16
2039	CM_cf__CF_TNFC004SA_t1M15__bin.17	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_KLE_1280	997829.0	171551.0	0.202345	1.0454680959	2
2040	HMP_2012__SRS018394__bin.18	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonadaceae_unclassified|s__Porphyromonadaceae_bacterium_KA00676	1588749.0	171551.0	0.1990085	0.2899122825	4
2041	HMP_2012__SRS016746__bin.28	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_oral_taxon_278	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_oral_taxon_278	712437.0	712437.0	0.0323582466667	0.7289801643000001	15
2042	HMP_2012__SRS013946__bin.8	Yes	Genus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_KLE_1280	997829.0	836.0	0.137458666667	1.2953622795	6
2043	HMP_2012__SRS016037__bin.31	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonadaceae_unclassified|s__Porphyromonadaceae_bacterium_KA00676	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonadaceae_unclassified|s__Porphyromonadaceae_bacterium_KA00676	1588749.0	1588749.0	0.0370224060465	1.9547335119999998	215
2044	BritoIL_2016__W3.23.SA__bin.8	Yes	Genus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonadaceae_unclassified|s__Porphyromonadaceae_bacterium_KA00676	1588749.0	171551.0	0.056402133333300006	1.259995435	3
2048	HMP_2012__SRS018443__bin.5	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_HOT_286	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_HOT_286	2382127.0	2382127.0	0.0374231727273	0.6381882243	44
2049	HMP_2012__SRS019071__bin.76	Yes	Genus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_oral_taxon_HOT_286	2382127.0	195950.0	0.0732131	0.3946184928	1
2052	CM_periimplantitis__SP_323SPI_T016__bin.16	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_bacterium_oral_taxon_272	k__Bacteria|p__Bacteroidetes|c__Bacteroidetes_unclassified|o__Bacteroidetes_unclassified|f__Bacteroidetes_unclassified|g__Bacteroidetes_unclassified|s__Bacteroidetes_bacterium_oral_taxon_272	651591.0	651591.0	0.00719233	2.7377218837	1
2053	CM_periimplantitis__SP_502SPI_T016__bin.5	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_forsythia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_forsythia	28112.0	28112.0	0.0142142142857	2.9642630312000002	14
2054	HMP_2012__SRS015650__bin.6	Yes	Genus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_forsythia	28112.0	195950.0	0.0573712	0.5133473697	1
2057	BritoIL_2016__W2.44.SA__bin.3	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis	837.0	837.0	0.013952065	8.7378182867	14
2065	LeChatelierE_2013__MH0415__bin.70	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea|s__Mediterranea_sp_An20	1965586.0	976.0	0.279978	1.2093089653	1
2066	XieH_2016__YSZC12003_37277__bin.86	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_109	1676614.0	976.0	0.23923699999999998	0.22875610710000002	1
2067	QinJ_2012__DOM012__bin.10	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_1_13	29523.0	976.0	0.25698233333299997	0.7886880687000001	3
2068	NielsenHB_2014__O2_UC24_2__bin.54	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_462	29523.0	815.0	0.26933775	1.384853249	4
2069	XieH_2016__YSZC12003_36699__bin.97	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salanitronis	376805.0	815.0	0.25572025	0.6194873213000001	4
2070	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.55	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	59823.0	171552.0	0.28730900000000004	0.6676665093	1
2071	BritoIL_2016__WL.17.ST__bin.71	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	59823.0	59823.0	0.021033811263900002	0.9355190466	538
2072	LiJ_2014__MH0314__bin.61	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	59823.0	171552.0	0.247565	1.0207657922	4
2073	ChengpingW_2017__AS9raw__bin.2	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	59823.0	171552.0	0.251743375	0.6966673379	16
2075	CM_madagascar__A90_04_1FE__bin.56	Yes	Genus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_873	59823.0	838.0	0.073758825	0.9772012329	4
2076	BritoIL_2016__M1.48.ST__bin.55	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_873	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_873	59823.0	59823.0	0.017573525769200002	1.1161580431	78
2077	BackhedF_2015__SID544_M__bin.9	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	820.0	976.0	0.295981	0.5812968021	1
2080	ZeeviD_2015__PNP_Main_481_megahit__bin.9	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	976.0	0.263022	3.6183492105	1
2082	FengQ_2015__SID532779__bin.30	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	818.0	976.0	0.269871	0.433673816	2
2083	ZellerG_2014__CCMD42428553ST-21-0__bin.37	Yes	Other	-	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	976.0	0.26803	0.4503077076	1
2084	FengQ_2015__SID532779__bin.42	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.2351265	0.6495240323	2
2085	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.84	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.257863090909	0.7929929456999999	11
2087	HMP_2012__SRS022137__bin.9	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.259655666667	0.9199865870999999	12
2089	LeChatelierE_2013__MH0458__bin.21	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_20	29523.0	815.0	0.2207375	0.6097186288	2
2090	HMP_2012__SRS022137__bin.5	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	815.0	0.236445	0.691440452	2
2091	NielsenHB_2014__O2_UC40_2__bin.23	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	29523.0	0.0113477268621	1.2979122281	29
2092	LiJ_2014__MH0308__bin.65	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	815.0	0.257210285714	0.925003292	7
2093	HMP_2012__SRS011061__bin.34	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.283502	0.6601668897999999	1
2094	LeChatelierE_2013__MH0145__bin.5	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella|s__Tannerella_sp_6_1_58FAA_CT1	2382127.0	2005525.0	0.24795666666700003	12.9308550674	3
2095	LouisS_2016__AS66_18__bin.12	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	815.0	0.267158666667	1.9582135016	6
2097	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.95	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	815.0	0.25572249999999996	0.3063889558	2
2098	XieH_2016__YSZC12003_37228__bin.119	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.28730900000000004	1.2686941159	1
2099	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.153	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_CAG_177	41978.0	541000.0	0.26546	0.0764467975	1
2100	LeChatelierE_2013__MH0411__bin.31	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.28730900000000004	0.2885777833	1
2101	HMP_2012__SRS022071__bin.34	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.26546	0.3769231472	1
2103	RaymondF_2016__P7C0__bin.2	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.28467800000000004	3.3026532362	4
2104	LiJ_2014__MH0369__bin.67	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	46506.0	815.0	0.24876399999999999	7.213721065800001	1
2105	ZeeviD_2015__PNP_Main_509_megahit__bin.27	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.28730900000000004	1.5980484537000001	1
2106	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.79	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	815.0	0.28730900000000004	0.0833549452	1
2107	ZeeviD_2015__PNP_Main_646_megahit__bin.17	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	815.0	0.2698595	0.43680036520000004	4
2108	QinN_2014__HD-35__bin.25	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.2771245	0.6018596859	2
2109	FengQ_2015__SID530743__bin.20	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	815.0	0.27669699999999997	0.6065259985	1
2110	ZeeviD_2015__PNP_Main_481_megahit__bin.25	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.279978	1.9112471706	1
2111	ZeeviD_2015__PNP_Main_632_megahit__bin.12	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.26681816666700003	0.7303778208	6
2112	CosteaPI_2017__SID713A026-11-0-0__bin.49	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	59823.0	171552.0	0.25361300000000003	0.5265370288	3
2113	XieH_2016__YSZC12003_35723__bin.14	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	216816.0	31953.0	0.273629	0.18456831469999999	1
2114	LiJ_2017__nHM611708__bin.59	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.273629	0.7694538759	1
2115	Obregon-TitoAJ_2015__NO02__bin.58	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	471189.0	1643826.0	0.263022	0.38293646049999996	1
2116	XieH_2016__YSZC12003_36049__bin.7	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.260703	0.4119083471	1
2118	LeChatelierE_2013__MH0415__bin.3	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.270684166667	2.037818945	6
2119	KarlssonFH_2013__S456__bin.49	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.281963714286	0.8842415147	7
2120	HMP_2012__SRS011061__bin.30	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.279978	0.6963613721999999	1
2121	ZeeviD_2015__PNP_Main_645_megahit__bin.38	No	Species	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	59823.0	0.026444062291700002	0.6329952284	48
2122	KarlssonFH_2013__S249__bin.5	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_485	59823.0	171552.0	0.24703699999999998	2.5710354594	1
2124	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.114	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_927	29523.0	815.0	0.265068466667	1.6349506718	15
2125	ZeeviD_2015__PNP_Main_294_megahit__bin.5	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1031	59823.0	171552.0	0.26803	0.7237434338	1
2126	LiJ_2014__MH0337__bin.70	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.26796469230799996	1.58847809	13
2127	ZellerG_2014__CCIS77100899ST-4-0__bin.24	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.27477979999999996	1.7531990638	5
2128	HMP_2012__SRS011134__bin.25	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	823.0	2005525.0	0.254359	0.8130246458	1
2129	VogtmannE_2016__MMRS12272136ST-27-0-0__bin.28	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_189	29523.0	815.0	0.26546	0.3685685724	1
2131	ZeeviD_2015__PNP_Main_561_megahit__bin.33	Yes	Family	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculum|s__Muribaculum_intestinale	1796646.0	2005473.0	0.26306166666700004	0.6600321842	3
