NCBItaxID	SciNameFull	Taxonomy
85620	Candidatus Phytoplasma asteris	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma
106178	canis group	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia
2509476	Cegacovirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Gammacoronavirus
1540022	Clavispora/Candida clade	d__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Clavispora
1884637	Cryptococcus gattii species complex	d__Eukaryota|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Cryptococcaceae|g__Cryptococcus
699180	Dinovernavirus	d__Viruses|f__Reoviridae|g__Dinovernavirus
2508225	Dumedivirus	d__Viruses|o__Nidovirales|f__Mononiviridae|g__Alphamononivirus
2509481	Embecovirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus
655656	environmental samples	d__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Cryptobacterium
40121	Erythroparvovirus	d__Viruses|f__Parvoviridae|g__Erythroparvovirus
450425	Fusarium incarnatum-equiseti species complex	d__Eukaryota|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium
569360	Fusarium sambucinum species complex	d__Eukaryota|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium
232080	Fusarium solani species complex	d__Eukaryota|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Nectriaceae|g__Fusarium
256003	Heterobasidion annosum species complex	d__Eukaryota|p__Basidiomycota|c__Agaricomycetes|o__Russulales|f__Bondarzewiaceae|g__Heterobasidion
2509486	Hibecovirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus
2509490	Karsalivirus	d__Viruses|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus
655606	Leptospirillum sp. Group I	d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum
261385	Leptospirillum sp. Group II	d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum
261386	Leptospirillum sp. Group III	d__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum
2509494	Merbecovirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus
699182	Mimoreovirus	d__Viruses|f__Reoviridae|g__Mimoreovirus
2509500	Myotacovirus	d__Viruses|o__Caudovirales|f__Myoviridae|g__Bixzunavirus|s__Mycobacterium virus Bxz1
600669	Nakaseomyces/Candida clade	d__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces
2509501	Namcalivirus	d__Viruses|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus
2509502	Nobecovirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus
1868215	Orthopneumovirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Pneumoviridae|g__Orthopneumovirus
2509505	Pedacovirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus
254878	Penicillium chrysogenum species complex	d__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium
106179	phagocytophilum group	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Anaplasma
2509507	Pimfabavirus	d__Viruses|o__Nidovirales|f__Tobaniviridae|g__Bafinivirus
111527	pseudomallei group	d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia
627141	Pseudomonas nitroreducens/multiresinivorans group	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas
1232139	Pseudomonas oleovorans/pseudoalcaligenes group	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas
136844	Pseudomonas pertucinogena group	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas
2509508	Renitovirus	d__Viruses|o__Nidovirales|f__Tobaniviridae|g__Torovirus
1920866	Rogunavirus	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Rogunavirus
2508249	Sanematovirus	d__Viruses|o__Nidovirales|f__Tobaniviridae|g__Sectovirus
2509511	Sarbecovirus	d__Viruses|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus
114277	spotted fever group	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia
1482601	Streptomyces microflavus subgroup	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces
2509515	Tipravirus	d__VIruses|o__Nidovirales|f__Roniviridae|g__Okavirus
114292	typhus group	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia
711328	unclassified Candidatus Blochmannia endosymbionts	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Candidatus Blochmannia endosymbionts
339351	unclassified Hantavirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Hantaviridae|g__Orthohantavirus
2676739	unclassified Moorella (in: Bacteria)	d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales|g__Moorella
2676694	unclassified Morganella (in: Bacteria)	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Morganella
1340802	unclassified Nairovirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Nairoviridae|g__Orthonairovirus
85635	unclassified phytoplasmas	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma
2676688	unclassified Ponticoccus (in: Proteobacteria)	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Ponticoccus
2676603	unclassified Rivularia (in: Bacteria)	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Rivularia
413684	unclassified Simian adenoviruses	d__Viruses|f__Adenoviridae|g__Mastadenovirus
2676525	unclassified Thermosipho (in: Bacteria)	d__Bacteria|p__Thermotogae|c__Thermotogae|o__Thermotogales|f__Fervidobacteriaceae|g__Thermosipho
1891919	Vibrio oreintalis group	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio
1193712	'Catharanthus roseus' aster yellows phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__'Catharanthus roseus' aster yellows phytoplasma
1520703	'Chrysanthemum coronarium' phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__'Chrysanthemum coronarium' phytoplasma
551115	'Nostoc azollae' 0708	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Trichormus|s__Trichormus azollae
1706000	'Sphingomonas ginsengisoli' Hoang et al. 2012	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__'Sphingomonas ginsengisoli' Hoang et al. 2012
180856	[Bacillus thuringiensis] serovar konkukian	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus thuringiensis
281309	[Bacillus thuringiensis] serovar konkukian str. 97-27	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus thuringiensis
2480908	[Mycobacterium] chelonae subsp. gwanakae	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacteriodes|s__Mycobacteroides chelonae
1469607	[Scytonema hofmanni] UTEX 2349	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema|s__Scytonema hofmanii
379535	[Scytonema hofmanni] UTEX B 1581	d__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema|s__Scytonema hofmanii
1349786	[Zimmermannella] alba NBRC 15616	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella alba
1349787	[Zimmermannella] bifida NBRC 103089	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella bifida
1278308	[Zimmermannella] faecalis ATCC 13722	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Zimmermannella faecalis
1241371	Abalone herpesvirus Victoria/AUS/2009	d__Viruses|o__Herpesvirales|f__Malacoherpesviridae|g__Aurivirus|s__Abalone herpesvirus Victoria/AUS/2009 
491893	Abalone shriveling syndrome-associated virus	d__Viruses|o__Caudovirales|f__Siphoviridae|s__Abalone shriveling syndrome-associated virus
212035	Acanthamoeba polyphaga mimivirus	d__Viruses|f__Mimiviridae|g__Mimivirus|s__Acanthamoeba polyphaga mimivirus
1269028	Acanthamoeba polyphaga moumouvirus	d__Viruses|f__Mimiviridae|s__Acanthamoeba polyphaga moumouvirus 
322019	Acanthocystis turfacea chlorella virus 1	d__Viruses|f__Phycodnaviridae|g__Chlorovirus|s__Acanthocystis turfacea chlorella virus 1
2560259	Achimota pararubulavirus 1	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Pararubulavirus|s__Achimota pararubulavirus 1
1261100	Achimota virus 1	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Pararubulavirus|s__Achimota pararubulavirus 1
1416009	Achromobacter phage JWAlpha	d__Viruses|o__Caudovirales|f__Podoviridae|g__Jwalphavirus|s__Achromobacter virus JWAlpha
1664247	Achromobacter phage phiAxp-3	d__Viruses|o__Caudovirales|f__Podoviridae|g__Jwalphavirus|s__Achromobacter virus Axp3
437444	Acidianus bottle-shaped virus	d__Viruses|f__Ampullaviridae|g__Ampullavirus|s__Acidianus bottle-shaped virus
1797140	Acidianus tailed spindle virus	d__Viruses|f__Bicaudaviridae|s__Acidianus tailed spindle virus
2010329	Acidovorax phage ACP17	d__Viruses|o__Caudovirales|f__Myoviridae|g__Busanvirus|s__Acidovorax virus ACP17
1970374	Acinetobacter phage Loki	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Lokivirus|s__Acinetobacter virus Loki
1837876	Acinetobacter phage vB_AbaM_ME3	d__Viruses|o__Caudovirales|f__Myoviridae|g__Metrivirus|s__Acinetobacter virus ME3
575564	Acinetobacter sp. RUH2624	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter nosocomialis
320884	Acipenserid herpesvirus 2	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Ictalurivirus|s__Acipenserid herpesvirus 2
712124	Actinomyces sp. oral taxon 448	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. oral taxon 448
888056	Actinomyces sp. oral taxon 448 str. F0400	d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. oral taxon 448
1611877	Adana virus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Adoxophyes honmai entomopoxvirus
1993630	Adoxophyes honmai entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Adoxophyes honmai entomopoxvirus
1293540	Adoxophyes honmai entomopoxvirus 'L'	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Adoxophyes orana granulovirus
170617	Adoxophyes orana granulovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Adoxophyes orana nucleopolyhedrovirus
542343	Adoxophyes orana nucleopolyhedrovirus	d__Viruses|f__Reoviridae|g__Dinovernavirus|s__Aedes pseudoscutellaris reovirus
341721	Aedes pseudoscutellaris reovirus	d__Viruses|o__Caudovirales|f__Myoviridae|g__Tulanevirus|s__Aeromonas virus Aes508
1198013	Aeromonas phage Aes508	d__Viruses|o__Ortervirales|f__Retroviridae|g__Spumavirus|s__African green monkey simian foamy virus
338079	African green monkey simian foamy virus	d__Viruses|f__Asfarviridae|g__Asfivirus|s__African swine fever virus
10497	African swine fever virus	d__Eukaryota|p__Basidiomycota|c__Agaricomycetes
2024264	Agrobacterium phage Atu_ph07	d__Viruses|o__Caudovirales|f__Myoviridae|g__Polybotosvirus|s__Agrobacterium virus Atuph07
1336745	Agrobacterium radiobacter DSM 30147	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium radiobacter
311403	Agrobacterium radiobacter K84	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium radiobacter
208013	Agrotis ipsilon multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis ipsilon multiple nucleopolyhedrovirus
1962501	Agrotis segetum nucleopolyhedrovirus A	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis segetum nucleopolyhedrovirus A
1580580	Agrotis segetum nucleopolyhedrovirus B	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Agrotis segetum nucleopolyhedrovirus B
35252	Alcelaphine gammaherpesvirus 1	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine gammaherpesvirus 1
138184	Alcelaphine gammaherpesvirus 2	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine gammaherpesvirus 2
2219133	Alces alces faeces associated microvirus MP10 5560	d__Viruses|f__Microviridae|s__Alces alces faeces associated microvirus MP10 5560
1282876	alpha proteobacterium Mf 1.05b.01	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|s__alpha proteobacterium Mf 1.05b.01
1972564	American bat vesiculovirus	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__American bat vesiculovirus
1344113	American bat vesiculovirus TFFN-2013	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Vesiculovirus|s__American bat vesiculovirus
465447	American grass carp reovirus	d__Viruses|f__Reoviridae|g__Aquareovirus|s__American grass carp reovirus
28321	Amsacta moorei entomopoxvirus	d__Viruses|f__Poxviridae|g__Betaentomopoxvirus|s__Amsacta moorei entomopoxvirus
150286	Anguillid herpesvirus 1	d__Viruses|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid herpesvirus 1
273355	Anhembi virus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Anhembi virus
62099	Anomala cuprea entomopoxvirus	d__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Anhembi orthobunyavirus
1465751	Anopheles minimus irodovirus	d__Viruses|f__Poxviridae|g__Alphaentomopoxvirus|s__Anomala cuprea entomopoxvirus
161494	Antheraea pernyi nucleopolyhedrovirus	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Aotine betaherpesvirus 1
50290	Aotine betaherpesvirus 1	d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae
2107695	Aphanothece cf. minutissima CCALA 015	d__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae|g__Aphanothece|s__Aphanothece minutissima
1100043	Apis mellifera filamentous virus	d__Viruses|s__Apis mellifera filamentous virus
307461	Apocheima cinerarium nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Apocheima cinerarium nucleopolyhedrovirus
1927013	Aquamicrobium phage P14	d__Viruses|o__Caudovirales|f__Podoviridae|g__Aqualcavirus|s__Aquamicrobium virus P14
1884917	Aquatic bird bornavirus 2	d__Viruses|f__Reoviridae|g__Aquareovirus|s__Aquareovirus G
72201	Armadillidium vulgare iridescent virus	d__Viruses|f__Iridoviridae|g__ridovirus|s__Armadillidium vulgare iridescent virus
235559	Arsenophonus endosymbiont of Aleurodicus dispersus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Aleurodicus dispersus
2152761	Arsenophonus endosymbiont of Aleurodicus floccissimus	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Aleurodicus floccissimus
536059	Arsenophonus endosymbiont of Bemisia tabaci	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Bemisia tabaci
1868623	Arsenophonus endosymbiont of Bemisia tabaci Asia II 3	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Bemisia tabaci
1247023	Arsenophonus endosymbiont of Nilaparvata lugens	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Nilaparvata lugens
1247024	Arsenophonus endosymbiont str. Hangzhou of Nilaparvata lugens	d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Arsenophonus|s__Arsenophonus endosymbiont of Nilaparvata lugens
2015853	Arthrobacter phage Abidatro	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Galaxyvirus|s__Arthrobacter virus Abidatro
1701798	Arthrobacter phage Brent	d__Viruses|o__Caudovirales|f__Myoviridae|g__Marthavirus|s__Arthrobacter virus Brent
1772294	Arthrobacter phage CaptnMurica	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter virus Captnmurica
1772295	Arthrobacter phage Circum	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Mudcatvirus|s__Arthrobacter virus Circum
1772298	Arthrobacter phage Gordon	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter virus Gordon
2015839	Arthrobacter phage Molivia	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Amigovirus|s__Arthrobacteria virus Molivia
1796997	Arthrobacter phage Mudcat	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Mudcatvirus|s__Arthrobacter virus Mudcat
1772310	Arthrobacter phage Preamble	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Korravirus|s__Arthrobacter virus Preamble
1772328	Arthrobacter phage PrincessTrina	d__Viruses|o__Caudovirales|f__Myoviridae|g__Radnorvirus|s__Arthrobacter virus Trina
1772315	Arthrobacter phage Sonny	d__Viruses|o__Caudovirales|f__Myoviridae|g__Marthavirus|s__Arthrobacter virus Sonny
1772319	Arthrobacter phage Tank	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Tankvirus|s__Arthrobacter virus Tank
1566993	Arthrobacter phage vB_ArtM-ArV1	d__Viruses|o__Caudovirales|f__Myoviridae|g__Radnorvirus|s__Arthrobacter virus ArV1
1982154	Arthrobacter virus Gordon	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Gordonvirus|s__Arthrobacter virus Gordon
362830	Artogeia rapae granulovirus	d__Viruses|f__Baculoviridae|g__Betabaculovirus|s__Artogeia rapae granulovirus
1450533	Aspergillus lacticoffeatus CBS 101883	d__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus niger
229545	Aster yellows witches'-broom phytoplasma	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Aster yellows witches'-broom phytoplasma
322098	Aster yellows witches'-broom phytoplasma AYWB	d__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Candidatus Phytoplasma|s__Aster yellows witches'-broom phytoplasma
715226	Asticcacaulis biprosthecum C19	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Asticcacaulis|s__Asticcacaulis biprosthecium
85618	Ateline gammaherpesvirus 3	d__Viruses|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline gammaherpesvirus 3
1474867	Aureococcus anophagefferens virus	d__Viruses|f__Phycodnaviridae|s__Aureococcus anophagefferens virus
307456	Autographa californica multiple nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Autographa californica multiple nucleopolyhedrovirus
46015	Autographa californica nucleopolyhedrovirus	d__Viruses|f__Baculoviridae|g__Alphabaculovirus|s__Autographa californica multiple nucleopolyhedrovirus
875624	Avian avulavirus 10	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 10
1305716	Avian avulavirus 12	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 12
2049884	Avian avulavirus 13	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 13
28274	Avian avulavirus 4	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian avulavirus 4
93465	Avian endogenous retrovirus EAV-HP	d__Viruses|o__Ortervirales|f__Retroviridae|s__Avian endogenous retrovirus EAV-HP
1401445	Avian paramyxovirus goose/Shimane/67/2000	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian paramyxovirus goose/Shimane/67/2000
862945	Avian paramyxovirus penguin/Falkland Islands/324/2007	d__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Avulavirus|s__Avian paramyxovirus penguin/Falkland Islands/324/2007
1618234	Avon-Heathcote Estuary associated circular virus 11	d__Viruses|f__Circoviridae|s__Avon-Heathcote Estuary associated circular virus 11
137722	Azospirillum sp. B510	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum lipoferum
1141133	Bacillus phage B4	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bequatrovirus|s__Bacillus virus B4
584892	Bacillus phage Bcp1	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Bcp1
1126950	Bacillus phage BCP78	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Tsarbombavirus|s__Bacillus virus BCP78
1406781	Bacillus phage BigBertha	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bequatrovirus|s__Bacillus virus Bigbertha
1527469	Bacillus phage Bobb	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Bobb
1445810	Bacillus phage Bp8p-C	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Bp8pC
1391188	Bacillus phage CP-51	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Siminovitchvirus|s__Bacillus virus CP51
1792245	Bacillus phage Deep Blue	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Deepblue
1486658	Bacillus phage Evoli	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bastillevirus|s__Bacillus virus Evoli
1406785	Bacillus phage Grass	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Nitunavirus|s__Bacillus virus Grass
1486660	Bacillus phage Hoody T	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Bastillevirus|s__Bacillus virus HoodyT
1540091	Bacillus phage Moonbeam	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Bacillus virus Moonbeam
1204533	Bacillus phage phiAGATE	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Agatevirus|s__Bacillus virus Agate
1296656	Bacillus phage Shanette	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Siminovitchvirus|s__Bacillus virus Shanette
1285382	Bacillus phage SIOphi	d__Viruses|o__Caudovirales|f__Herelleviridae|s__Bacillus virus SIOphi
1406790	Bacillus phage Slash	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Slashvirus|s__Bacillus virus Slash
1610832	Bacillus phage Stahl	d__Viruses|o__Caudovirales|f__Siphoviridae|g__Slashvirus|s__Bacillus virus Stahl
1690456	Bacillus phage TsarBomba	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Tsarbombavirus|s__Bacillus virus TsarBomba
1195072	Bacillus phage vB_BceM_Bc431v3	d__Viruses|o__Caudovirales|f__Herelleviridae|g__Caeruleovirus|s__Bacillus virus Bc431
1761765	Bacillus sp. nio-1130	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. nio-1130
2108539	Bacillus sp. NMCC4	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. NMCC4
1446792	Bacillus sp. Pc3	d__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. Pc3
1181670	bacterium endosymbiont of Bathymodiolus sp. 5 South	d__Bacteria|s__bacterium endosymbiont of Bathymodiolus sp. 5 South
1719126	bacterium endosymbiont of Pedicinus badii	d__Bacteria|s__bacterium endosymbiont of Pedicinus badii
1855372	bacterium JGI 053	d__Bacteria|s__bacterium JGI 053
2047937	Bacteroidetes endosymbiont of Geopemphigus sp.	d__Bacteria|p__Bacteroidetes|s__Bacteroidetes endosymbiont of Geopemphigus sp.
45661	Banana bract mosaic virus	d__Viruses|f__Potyviridae|g__Potyvirus|s__Banana bract mosaic virus
69577	Banana streak virus	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Banana streak virus
334778	Banana streak virus Acuminata Yunnan	d__Viruses|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Banana streak virus
2133959	Bartonella sp. 'Tel Aviv'	d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella kosoyi
1384490	Basella alba alphaendornavirus 1	d__Viruses|f__Endornaviridae|g__Alphaendornavirus|s__Basella alba alphaendornavirus 1
