featureid	Intercept	C(Tooth_site, Treatment('Posterior'))[T.Anterior]	C(Tooth_site, Treatment('Posterior'))[T.HMP]
Veillonella rodentium	-0.9924988027716006	-1.4608152322120205	0.5965129489558292
Veillonella tobetsuensis	-3.32248156033996	-0.7731692008323208	1.1815736050265384
Parvimonas micra	0.3290878061151181	0.37393562871746866	1.3928523565190387
Parvimonas sp. KA00067	-3.6257290121221866	0.5978143550806507	1.459704210610549
Peptoniphilus sp. oral taxon 386	-4.156009125342401	0.9451349191718563	-4.721689844642347
Candidatus Saccharibacteria oral taxon TM7x	1.8851622465943967	0.054228741710709016	-0.4516912942273077
Candidatus Gracilibacteria bacterium HOT-871	-1.6998109098577823	0.22161157805256693	2.283698474849994
Candidatus Methanomethylophilus alvus	-1.4740750070715274	-1.747141640598251	-7.088219309364026
Thermoplasmatales archaeon BRNA1	-1.4461895700598086	-1.811754506046249	-7.113404894385999
Methanobrevibacter oralis	-1.0217460867071475	2.9800903387718667	-7.483092928443616
