Proteins	log fold change (Industrial plaque - CMC)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Industrial plaque)	structural.zero (CMC)
3-OXOACYL-ACP-SYNTH-BASE-RXN	-0.146024265833046	0.0699667687857265	-0.430042842355093	0.137994310689001	0	0	TRUE	0	0
RXN-11136	-0.145619590716191	0.102043160416152	-0.559846997071976	0.268607815639595	0	0	TRUE	0	0
3.4.24.56-RXN	-0.140373787853321	0.083370075514586	-0.478800880930954	0.198053305224313	0	0	TRUE	0	0
P-PANTOCYSLIG-RXN	-0.138492042609892	0.0700819071564262	-0.422978004388065	0.145993919168281	0	0	TRUE	0	0
ADPREDUCT-RXN	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
CDPREDUCT-RXN	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
GDPREDUCT-RXN	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
RXN0-722	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
RXN0-747	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
RXN0-748	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
UDPREDUCT-RXN	-0.135555199662992	0.0691862372703354	-0.416405337027717	0.145294937701733	0	0	TRUE	0	0
3.1.21.3-RXN	-0.12634284817496	0.100647889595121	-0.534906382390735	0.282220686040816	0	0	TRUE	0	0
4.2.1.59-RXN	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-11477	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-11481	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-13009	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-16619	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-16623	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-16627	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-16631	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-21615	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-21623	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-21651	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-21671	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-21698	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-21703	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-9634	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN0-2144	-0.125331235993936	0.0418174558957976	-0.295082312160838	0.0444198401729672	0	0	TRUE	0	0
RXN-15041	-0.124938857119674	0.0642982464236796	-0.385947000543368	0.136069286304019	0	0	TRUE	0	0
RXN-19726	-0.124938857119674	0.0642982464236796	-0.385947000543368	0.136069286304019	0	0	TRUE	0	0
RXN-19727	-0.124938857119674	0.0642982464236796	-0.385947000543368	0.136069286304019	0	0	TRUE	0	0
3.4.21.53-RXN	-0.122356430888618	0.0624233995540193	-0.375753942174239	0.131041080397003	0	0	TRUE	0	0
3.2.1.99-RXN	-0.112402420097939	0.145988585920104	-0.705019044834125	0.480214204638248	0	0	TRUE	0	0
TEICHOICSYN2-RXN	-0.112010733267261	0.198492748228578	-0.917759359082473	0.693737892547952	0	0	TRUE	0	0
RXN-16937	-0.111875359907005	0.12463686672908	-0.617818196555236	0.394067476741225	0	0	TRUE	0	0
MANNPGUANYLTRANGDP-RXN	-0.107672366685537	0.140427044406694	-0.677712829461974	0.462368096090899	0	0	TRUE	0	0
DEPHOSPHOCOAKIN-RXN	-0.107323651403267	0.0642975960471859	-0.368329154730682	0.153681851924147	0	0	TRUE	0	0
PROTOPORGENOXI-RXN	-0.105870520180129	0.14286333858035	-0.685800717972198	0.474059677611941	0	0	TRUE	0	0
PEPTIDYLPROLYL-ISOMERASE-RXN	-0.101735315576655	0.0548542149927318	-0.324406968546405	0.120936337393095	0	0	TRUE	0	0
GLUTRACE-RXN	-0.101634744002572	0.0687525009322617	-0.380724200125852	0.177454712120708	0	0	TRUE	0	0
PYROGLUTAMYL-PEPTIDASE-I-RXN	-0.101322019143407	0.120602350788038	-0.590887402689018	0.388243364402203	0	0	TRUE	0	0
3.4.24.70-RXN	-0.099767045279369	0.124592678278417	-0.605530506188607	0.405996415629869	0	0	TRUE	0	0
TRYPTOPHAN--TRNA-LIGASE-RXN	-0.0995587650929686	0.0635702642950855	-0.357611784941783	0.158494254755846	0	0	TRUE	0	0
RXN-19024	-0.0968060413448129	0.230356318096722	-1.03189958209495	0.838287499405321	0	0	TRUE	0	0
BETA-LACTAMASE-RXN	-0.091555748059581	0.0699614069024359	-0.375552558899346	0.192441062780184	0	0	TRUE	0	0
RXN-20894	-0.091555748059581	0.0699614069024359	-0.375552558899346	0.192441062780184	0	0	TRUE	0	0
RXN-16427	-0.0905685256560629	0.077969314795034	-0.407072119930986	0.225935068618861	0	0	TRUE	0	0
RXN-21295	-0.0905685256560629	0.077969314795034	-0.407072119930986	0.225935068618861	0	0	TRUE	0	0
RXN-21601	-0.0905685256560629	0.077969314795034	-0.407072119930986	0.225935068618861	0	0	TRUE	0	0
RXN0-262	-0.0905685256560629	0.077969314795034	-0.407072119930986	0.225935068618861	0	0	TRUE	0	0
HOMOCYSMET-RXN	-0.0860167919463635	0.0769463652512508	-0.398367890996462	0.226334307103735	0	0	TRUE	0	0
RXN-12730	-0.0860167919463635	0.0769463652512508	-0.398367890996462	0.226334307103735	0	0	TRUE	0	0
GLYC3PDEHYDROG-RXN	-0.0647366372758258	0.109252239391291	-0.508228112618768	0.378754838067116	0	0	TRUE	0	0
RXN-15740	-0.0647366372758258	0.109252239391291	-0.508228112618768	0.378754838067116	0	0	TRUE	0	0
RXN-15745	-0.0647366372758258	0.109252239391291	-0.508228112618768	0.378754838067116	0	0	TRUE	0	0
RXN-21405	-0.0647366372758258	0.109252239391291	-0.508228112618768	0.378754838067116	0	0	TRUE	0	0
RXN0-5258-Yeast	-0.0647366372758258	0.109252239391291	-0.508228112618768	0.378754838067116	0	0	TRUE	0	0
RXN0-5260	-0.0647366372758258	0.109252239391291	-0.508228112618768	0.378754838067116	0	0	TRUE	0	0
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	-0.0637729911820966	0.0757624147061993	-0.371318037954608	0.243772055590415	0	0	TRUE	0	0
RXN0-6550	-0.0637729911820966	0.0757624147061993	-0.371318037954608	0.243772055590415	0	0	TRUE	0	0
3.1.1.73-RXN	-0.0507905563726459	0.271187101270035	-1.15162993784725	1.05004882510195	0	0	TRUE	0	0
H2PTERIDINEPYROPHOSPHOKIN-RXN	-0.048544141544685	0.0655968381100681	-0.314823704081371	0.217735420992001	0	0	TRUE	0	0
RXN-15733	-0.048544141544685	0.0655968381100681	-0.314823704081371	0.217735420992001	0	0	TRUE	0	0
2.4.1.109-RXN	-0.0394266828794523	0.153196482128748	-0.661302575356977	0.582449209598073	0	0	TRUE	0	0
ACID-PHOSPHATASE-RXN	-0.0328822513169724	0.0873566995524277	-0.387492388202502	0.321727885568557	0	0	TRUE	0	0
LUMAZINESYN-RXN	-0.0311766759871173	0.0614243000680885	-0.280518507430398	0.218165155456163	0	0	TRUE	0	0
RXN-10837	-0.0301279959979123	0.206432441754405	-0.868106500259173	0.807850508263349	0	0	TRUE	0	0
RXN-9382	-0.0301279959979123	0.206432441754405	-0.868106500259173	0.807850508263349	0	0	TRUE	0	0
DIOHBUTANONEPSYN-RXN	-0.0282821688323978	0.0595268364859707	-0.269921559317658	0.213357221652862	0	0	TRUE	0	0
CDPDIGLYSYN-RXN	-0.0217135760880609	0.0588271611578557	-0.260512749793732	0.21708559761761	0	0	TRUE	0	0
RXN-20524	-0.0217135760880609	0.0588271611578557	-0.260512749793732	0.21708559761761	0	0	TRUE	0	0
RXN0-5515	-0.0217135760880609	0.0588271611578557	-0.260512749793732	0.21708559761761	0	0	TRUE	0	0
4.2.1.99-RXN	-0.0211062018366435	0.172639529980624	-0.721907945400009	0.679695541726722	0	0	TRUE	0	0
RIBOFLAVIN-SYN-RXN	-0.0117686399267578	0.0835397018331408	-0.350884303112354	0.327347023258838	0	0	TRUE	0	0
RXN0-1461	0.00451385008647165	0.166687292065394	-0.672125763809576	0.681153463982519	0	0	TRUE	0	0
RXN-14267	0.0130877810993972	0.079891717495025	-0.311219490375851	0.337395052574646	0	0	TRUE	0	0
RXN-16938	0.0130877810993972	0.079891717495025	-0.311219490375851	0.337395052574646	0	0	TRUE	0	0
RXN0-5225	0.0130877810993972	0.079891717495025	-0.311219490375851	0.337395052574646	0	0	TRUE	0	0
THI-P-KIN-RXN	0.0141001427300838	0.0693240894028115	-0.267309582666444	0.295509868126612	0	0	TRUE	0	0
SUPEROX-DISMUT-RXN	0.0196316449100946	0.0595500362056124	-0.222101921016774	0.261365210836964	0	0	TRUE	0	0
DHBDEHYD-RXN	0.0229057120831064	0.32758874575232	-1.30688685756029	1.3526982817265	0	0	TRUE	0	0
RXN-16788	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19310	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19313	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19314	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19315	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19319	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19320	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19322	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19323	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19324	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-19326	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-8770	0.0239095329885584	0.106728118280507	-0.409335688349863	0.45715475432698	0	0	TRUE	0	0
RXN-13323	0.0269343504137465	0.23092100514471	-0.910451444421197	0.96432014524869	0	0	TRUE	0	0
PHOSMANMUT-RXN	0.050994874531562	0.0803800001926401	-0.275294500149591	0.377284249212715	0	0	TRUE	0	0
4.2.1.107-RXN	0.0522896317860426	0.246018921086729	-0.946383666655563	1.05096293022765	0	0	TRUE	0	0
RXN-9847	0.0522896317860426	0.246018921086729	-0.946383666655563	1.05096293022765	0	0	TRUE	0	0
RXN-17884	0.0632435962607012	0.176329765524827	-0.652538050826657	0.77902524334806	0	0	TRUE	0	0
RXN-2962	0.0632435962607012	0.176329765524827	-0.652538050826657	0.77902524334806	0	0	TRUE	0	0
RXN-14569	0.0690794698870301	0.0917057420981708	-0.303184889060099	0.441343828834159	0	0	TRUE	0	0
PEPSYNTH-RXN	0.0797929704707792	0.079885553276446	-0.244489278374204	0.404075219315763	0	0	TRUE	0	0
RXN-10847	0.0813799297063362	0.130003176536798	-0.446346557941015	0.609106417353688	0	0	TRUE	0	0
GLUC1PURIDYLTRANS-RXN	0.0858373227347276	0.0734472909573718	-0.212309860408722	0.383984505878177	0	0	TRUE	0	0
GALACTURIDYLYLTRANS-RXN	0.0866648386628879	0.0623488952534169	-0.166430234682993	0.339759912008768	0	0	TRUE	0	0
EXOPOLYPHOSPHATASE-RXN	0.101950120115571	0.100621505253525	-0.306506311210183	0.510406551441325	0	0	TRUE	0	0
2-NITROPROPANE-DIOXYGENASE-RXN	0.105517905275053	0.113294406826251	-0.354382083150109	0.565417893700215	0	0	TRUE	0	0
RXN-16322	0.105517905275053	0.113294406826251	-0.354382083150109	0.565417893700215	0	0	TRUE	0	0
RXN-12130	0.118309835374123	0.161135698362695	-0.535793998061658	0.772413668809904	0	0	TRUE	0	0
PROTEIN-TYROSINE-PHOSPHATASE-RXN	0.119234277795522	0.0873676268972812	-0.235420216847044	0.473888772438089	0	0	TRUE	0	0
3.4.13.21-RXN	0.120648507314459	0.154942459418245	-0.5083148924613	0.749611907090217	0	0	TRUE	0	0
PDXJ-RXN	0.124607147393286	0.097613291156265	-0.271637934164494	0.520852228951067	0	0	TRUE	0	0
3.2.1.52-RXN	0.125594410239094	0.06171283128884	-0.124918666182656	0.376107486660843	0	0	TRUE	0	0
RXN-12625	0.125594410239094	0.06171283128884	-0.124918666182656	0.376107486660843	0	0	TRUE	0	0
RXN-12626	0.125594410239094	0.06171283128884	-0.124918666182656	0.376107486660843	0	0	TRUE	0	0
RXN-18082	0.125594410239094	0.06171283128884	-0.124918666182656	0.376107486660843	0	0	TRUE	0	0
RXN-21432	0.125594410239094	0.06171283128884	-0.124918666182656	0.376107486660843	0	0	TRUE	0	0
RXN0-5226	0.125594410239094	0.06171283128884	-0.124918666182656	0.376107486660843	0	0	TRUE	0	0
3.1.13.5-RXN	0.147452459613898	0.159948842630255	-0.501833528414488	0.796738447642285	0	0	TRUE	0	0
RXN0-6483	0.147452459613898	0.159948842630255	-0.501833528414488	0.796738447642285	0	0	TRUE	0	0
RXN0-6484	0.147452459613898	0.159948842630255	-0.501833528414488	0.796738447642285	0	0	TRUE	0	0
RXN-10658	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0	0	TRUE	0	0
RXN-20947	0.158171513781967	0.0927927892033442	-0.218505533885564	0.534848561449499	0	0	TRUE	0	0
FOLYLPOLYGLUTAMATESYNTH-RXN	0.159383707369424	0.0638958933994314	-0.0999911502074375	0.418758564946285	0	0	TRUE	0	0
FORMYLTHFGLUSYNTH-RXN	0.159383707369424	0.0638958933994314	-0.0999911502074375	0.418758564946285	0	0	TRUE	0	0
RXN-6341	0.159383707369424	0.0638958933994314	-0.0999911502074375	0.418758564946285	0	0	TRUE	0	0
RXN0-2921	0.159383707369424	0.0638958933994314	-0.0999911502074375	0.418758564946285	0	0	TRUE	0	0
ISOCIT-CLEAV-RXN	0.166142637469595	0.190450611317428	-0.606960257846109	0.939245532785298	0	0	TRUE	0	0
HIPPURATE-HYDROLASE-RXN	0.183207799377762	0.139266928719844	-0.382123364803092	0.748538963558616	0	0	TRUE	0	0
THIAZOLSYN2-RXN	0.199095282476769	0.0870418802208798	-0.154236897173353	0.55242746212689	0	0	TRUE	0	0
SUGAR-PHOSPHATASE-RXN	0.199768245924128	0.122105076409831	-0.2958972048307	0.695433696678957	0	0	TRUE	0	0
HEMN-RXN	0.208488253424945	0.0579251140254719	-0.026649208486088	0.443625715335978	0	0	TRUE	0	0
RXN-12456	0.237612652522735	0.125425772789462	-0.27153261836918	0.74675792341465	0	0	TRUE	0	0
PHOSICITDEHASE-RXN	0.242996181133231	0.188483320114045	-0.522120819494376	1.00811318176084	0	0	TRUE	0	0
3-OXOACYL-ACP-REDUCT-RXN	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-10655	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-10659	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-11476	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-11480	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-13008	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-16616	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-16622	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-16626	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-16630	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21614	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21618	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21622	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21626	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21631	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21635	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21645	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21650	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21655	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21660	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21665	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21670	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21676	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21681	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21686	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21691	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21696	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-21702	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9514	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9518	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9524	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9528	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9532	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9536	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9540	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9552	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9556	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN-9633	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN0-2142	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN1G-157	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN1G-349	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
RXN1G-469	0.244216487277674	0.0527364273216197	0.030141644624651	0.458291329930697	0	0	TRUE	0	0
2.1.1.77-RXN	0.248425831995603	0.0877975034947872	-0.107973675907155	0.60482533989836	0	0	TRUE	0	0
3.4.11.24-RXN	0.255460595071873	0.13908671891391	-0.309139037076777	0.820060227220523	0	0	TRUE	0	0
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	0.260147771259905	0.179857582375187	-0.469954467409126	0.990250009928936	0	0	TRUE	0	0
GLUTATHIONE-SYN-RXN	0.260272425162524	0.109725346873436	-0.185139552098013	0.70568440242306	0	0	TRUE	0	0
RXN-20401	0.260272425162524	0.109725346873436	-0.185139552098013	0.70568440242306	0	0	TRUE	0	0
RXN-20407	0.260272425162524	0.109725346873436	-0.185139552098013	0.70568440242306	0	0	TRUE	0	0
3.4.21.110-RXN	0.260899106942435	0.141701524593154	-0.314314898283454	0.836113112168324	0	0	TRUE	0	0
GAMMA-GLUTAMYLTRANSFERASE-RXN	0.262325647040699	0.105690912074768	-0.166709206501319	0.691360500582718	0	0	TRUE	0	0
RXN-18092	0.262325647040699	0.105690912074768	-0.166709206501319	0.691360500582718	0	0	TRUE	0	0
RXN-6601	0.262325647040699	0.105690912074768	-0.166709206501319	0.691360500582718	0	0	TRUE	0	0
RXN-9157	0.262325647040699	0.105690912074768	-0.166709206501319	0.691360500582718	0	0	TRUE	0	0
RXN66-336	0.262325647040699	0.105690912074768	-0.166709206501319	0.691360500582718	0	0	TRUE	0	0
RXN-14116	0.26596374704332	0.10639863530948	-0.165943992429877	0.697871486516518	0	0	TRUE	0	0
FATTY-ACID-SYNTHASE-RXN	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
RXN66-613	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
RXN66-617	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
RXN66-621	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
RXN66-625	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
RXN66-629	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
RXN66-633	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
RXN66-638	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
RXN66-647	0.266452571564432	0.147248821947399	-0.331279773802651	0.864184916931516	0	0	TRUE	0	0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	0.268641861470593	0.114599168783703	-0.196554593266891	0.733838316208078	0	0	TRUE	0	0
RXN-11754	0.268641861470593	0.114599168783703	-0.196554593266891	0.733838316208078	0	0	TRUE	0	0
RXN-9227	0.268641861470593	0.114599168783703	-0.196554593266891	0.733838316208078	0	0	TRUE	0	0
RXN-9235	0.268641861470593	0.114599168783703	-0.196554593266891	0.733838316208078	0	0	TRUE	0	0
RXN-9242	0.268641861470593	0.114599168783703	-0.196554593266891	0.733838316208078	0	0	TRUE	0	0
RXN3O-54	0.268641861470593	0.114599168783703	-0.196554593266891	0.733838316208078	0	0	TRUE	0	0
RXN-13758	0.268752475213944	0.124218654833773	-0.235492699111858	0.772997649539746	0	0	TRUE	0	0
RXN-13759	0.268752475213944	0.124218654833773	-0.235492699111858	0.772997649539746	0	0	TRUE	0	0
1.4.3.19-RXN	0.271709355853204	0.213363138537374	-0.594403170727039	1.13782188243345	0	0	TRUE	0	0
RXN-17951	0.271709355853204	0.213363138537374	-0.594403170727039	1.13782188243345	0	0	TRUE	0	0
RXN-8672	0.271709355853204	0.213363138537374	-0.594403170727039	1.13782188243345	0	0	TRUE	0	0
RXN-8673	0.271709355853204	0.213363138537374	-0.594403170727039	1.13782188243345	0	0	TRUE	0	0
RXN-8674	0.271709355853204	0.213363138537374	-0.594403170727039	1.13782188243345	0	0	TRUE	0	0
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	0.272695951610409	0.0909220539289808	-0.096387154263105	0.641779057483923	0	0	TRUE	0	0
ACNEULY-RXN	0.289711983114902	0.0708451884509335	0.00212760661050682	0.577296359619297	0	0	TRUE	0	0
RXN-15313	0.289711983114902	0.0708451884509335	0.00212760661050682	0.577296359619297	0	0	TRUE	0	0
ACYL-COA-HYDROLASE-RXN	0.295259444724659	0.165894871427236	-0.378163468077964	0.968682357527283	0	0	TRUE	0	0
RXN-10708	0.295259444724659	0.165894871427236	-0.378163468077964	0.968682357527283	0	0	TRUE	0	0
RXN-18840	0.295259444724659	0.165894871427236	-0.378163468077964	0.968682357527283	0	0	TRUE	0	0
MALSYN-RXN	0.309445417472715	0.211297682036472	-0.548282728558943	1.16717356350437	0	0	TRUE	0	0
GLYOXI-RXN	0.309553828799068	0.0781440424917376	-0.00765904378837434	0.62676670138651	0	0	TRUE	0	0
RXN-11588	0.310790846480633	0.133149438540268	-0.229707373677726	0.851289066638992	0	0	TRUE	0	0
2.4.1.212-RXN	0.313581611424203	0.126807877332945	-0.201174085272096	0.828337308120502	0	0	TRUE	0	0
3.1.11.2-RXN	0.327166199616011	0.054363209796116	0.106487701388548	0.547844697843474	0	0	TRUE	0	0
CHORPYRLY-RXN	0.337158536036522	0.186566999396175	-0.420179476195665	1.09449654826871	0	0	TRUE	0	0
3.1.21.4-RXN	0.337643363424163	0.131800939623843	-0.197380847439051	0.872667574287377	0	0	TRUE	0	0
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	0.349916142897926	0.101471726238837	-0.0619916205125887	0.761823906308441	0	0	TRUE	0	0
RXN-10949	0.349916142897926	0.101471726238837	-0.0619916205125887	0.761823906308441	0	0	TRUE	0	0
RXN-10952	0.349916142897926	0.101471726238837	-0.0619916205125887	0.761823906308441	0	0	TRUE	0	0
RXN-10953	0.349916142897926	0.101471726238837	-0.0619916205125887	0.761823906308441	0	0	TRUE	0	0
RXN-10954	0.349916142897926	0.101471726238837	-0.0619916205125887	0.761823906308441	0	0	TRUE	0	0
RXN-7253	0.349916142897926	0.101471726238837	-0.0619916205125887	0.761823906308441	0	0	TRUE	0	0
RXN0-5408	0.349916142897926	0.101471726238837	-0.0619916205125887	0.761823906308441	0	0	TRUE	0	0
URPHOS-RXN	0.352014342608767	0.115225158590252	-0.115723214667235	0.819751899884769	0	0	TRUE	0	0
2.3.1.128-RXN	0.361872045270168	0.0766468922844652	0.0507366074147977	0.673007483125539	0	0	TRUE	0	0
2.1.1.151-RXN	0.363041940769107	0.140922779518187	-0.209010877060189	0.935094758598404	0	0	TRUE	0	0
RXN-8760	0.363041940769107	0.140922779518187	-0.209010877060189	0.935094758598404	0	0	TRUE	0	0
3.2.1.17-RXN	0.384993317452438	0.150222281506445	-0.224809297357736	0.994795932262613	0	0	TRUE	0	0
GPH-RXN	0.387971240247678	0.0874315229656796	0.0330573700371546	0.742885110458201	0	0	TRUE	0	0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	0.39701465046681	0.116743970678473	-0.0768882743799332	0.870917575313553	0	0	TRUE	0	0
RXN-9223	0.397792653511531	0.152532300589271	-0.221387103376653	1.01697241039972	0	0	TRUE	0	0
RXN-9231	0.397792653511531	0.152532300589271	-0.221387103376653	1.01697241039972	0	0	TRUE	0	0
