Pathway	Residual
Peptide transport system ATP-binding protein SapF	MR1
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	MR1
Peptidyl-tRNA hydrolase (EC 3.1.1.29)	MR1
PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase	MR1
Phage capsid protein	MR1
Phage capsid scaffolding protein	MR1
Phage tail fibers	MR1
Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	MR1
Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	MR1
Phosphate acetyltransferase (EC 2.3.1.8)	MR1
Phosphate regulon sensor protein PhoR (SphS) (EC 2.7.13.3)	MR1
Phosphate regulon transcriptional regulatory protein PhoB (SphR)	MR1
Phosphate starvation-inducible protein PhoH, predicted ATPase	MR1
Phosphate transport system regulatory protein PhoU	MR1
Phosphatidate cytidylyltransferase (EC 2.7.7.41)	MR1
Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	MR1
Phosphoenolpyruvate carboxykinase [GTP] (EC 4.1.1.32)	MR1
Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	MR1
Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	MR1
Phosphoglucosamine mutase (EC 5.4.2.10)	MR1
Phosphoglycerate kinase (EC 2.7.2.3)	MR1
Phosphoglycolate phosphatase (EC 3.1.3.18)	MR1
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	MR1
Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	MR1
Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	MR1
Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19)	MR1
Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31)	MR1
Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	MR1
Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	MR1
Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	MR1
Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	MR1
Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	MR1
Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	MR1
Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	MR1
Phosphoserine aminotransferase (EC 2.6.1.52)	MR1
Phosphoserine phosphatase (EC 3.1.3.3)	MR1
Polyphosphate glucokinase (EC 2.7.1.63)	MR1
Polyphosphate kinase (EC 2.7.4.1)	MR1
Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	MR1
Potassium uptake protein TrkH	MR1
Potassium uptake protein, integral membrane component, KtrB	MR1
Potassium voltage-gated channel subfamily KQT	MR1
Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type	MR1
Predicted L-lactate dehydrogenase, Fe-S oxidoreductase subunit YkgE	MR1
Predicted L-lactate dehydrogenase, hypothetical protein subunit YkgG	MR1
Predicted L-lactate dehydrogenase, Iron-sulfur cluster-binding subunit YkgF	MR1
Prephenate dehydratase (EC 4.2.1.51)	MR1
Primosomal protein I	MR1
Primosomal replication protein N	MR1
Probable low-affinity inorganic phosphate transporter	MR1
PTS system, mannitol-specific IIB component (EC 2.7.1.69)	MR1
PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)	MR1
PTS system, sucrose-specific IIB component (EC 2.7.1.69)	MR1
Purine nucleoside phosphorylase (EC 2.4.2.1)	MR1
Putative ABC transporter (ATP-binding protein), spy1791 homolog	MR1
putative ATP-dependent DNA helicase YjcD	MR1
Putative CDP-glycerol:glycerophosphate glycerophosphotransferase (EC 2.7.8.-)	MR1
Putative CDP-glycosylpolyol phosphate:glycosylpolyol glycosylpolyolphosphotransferase	MR1
Putative deoxyribonuclease similar to YcfH, type 3	MR1
Putative deoxyribonuclease similar to YcfH, type 4	MR1
Putative deoxyribonuclease YcfH	MR1
Putative stomatin/prohibitin-family membrane protease subunit aq_911	MR1
Putative thiol:disulfide oxidoreductase, nitrite reductase complex assembly	MR1
Putative uncharacterized protein in cluster with two glycosyl transferases	MR1
Pyridoxal kinase (EC 2.7.1.35)	MR1
Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)	MR1
Pyrophosphate-dependent fructose 6-phosphate-1-kinase (EC 2.7.1.90)	MR1
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	MR1
Pyruvate dehydrogenase E1 component (EC 1.2.4.1)	MR1
Pyruvate formate-lyase (EC 2.3.1.54)	MR1
Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)	MR1
Pyruvate kinase (EC 2.7.1.40)	MR1
Pyruvate,phosphate dikinase (EC 2.7.9.1)	MR1
RecA protein	MR1
Recombination protein RecR	MR1
regulator of length of O-antigen component of lipopolysaccharide chains	MR1
Replicative DNA helicase (DnaB) (EC 3.6.4.12)	MR1
Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	MR1
Respiratory nitrate reductase beta chain (EC 1.7.99.4)	MR1
Riboflavin kinase (EC 2.7.1.26)	MR1
Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	MR1
Ribonuclease E (EC 3.1.26.12)	MR1
Ribonuclease HI (EC 3.1.26.4)	MR1
Ribonuclease HII (EC 3.1.26.4)	MR1
Ribonuclease III (EC 3.1.26.3)	MR1
Ribonuclease P protein component (EC 3.1.26.5)	MR1
Ribonuclease PH (EC 2.7.7.56)	MR1
Ribonuclease Z (EC 3.1.26.11)	MR1
Ribonucleotide reductase of class Ib (aerobic), alpha subunit (EC 1.17.4.1)	MR1
Ribonucleotide reductase of class Ib (aerobic), beta subunit (EC 1.17.4.1)	MR1
Ribonucleotide reductase of class III (anaerobic), activating protein (EC 1.97.1.4)	MR1
Ribonucleotide reductase of class III (anaerobic), large subunit (EC 1.17.4.2)	MR1
Ribonucleotide reductase transcriptional regulator NrdR	MR1
Ribose 5-phosphate isomerase B (EC 5.3.1.6)	MR1
Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	MR1
Ribosomal large subunit pseudouridine synthase B (EC 4.2.1.70)	MR1
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	MR1
Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)	MR1
Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	MR1
Ribosomal subunit interface protein	MR1
Ribosome hibernation protein YfiA	MR1
Ribosome small subunit-stimulated GTPase EngC	MR1
Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	MR1
Ribosome-binding factor A	MR1
Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	MR1
RNA polymerase sigma factor RpoD	MR1
RNA polymerase sigma-70 factor	MR1
RNA polymerase sporulation specific sigma factor SigF	MR1
RNA polymerase sporulation specific sigma factor SigG	MR1
rRNA small subunit methyltransferase H	MR1
rRNA small subunit methyltransferase I	MR1
S-adenosylmethionine synthetase (EC 2.5.1.6)	MR1
Segregation and condensation protein B	MR1
Serine acetyltransferase (EC 2.3.1.30)	MR1
Serine hydroxymethyltransferase (EC 2.1.2.1)	MR1
Seryl-tRNA synthetase (EC 6.1.1.11)	MR1
Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	MR1
Shikimate kinase I (EC 2.7.1.71)	MR1
Sialic acid biosynthesis protein NeuD, O-acetyltransferase	MR1
Signal peptidase I (EC 3.4.21.89)	MR1
Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)	MR1
Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)	MR1
Similar to C-terminal Zn-finger domain of DNA topoisomerase I	MR1
Single-stranded DNA-binding protein	MR1
Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	MR1
SMT0608 replicon stabilization toxin	MR1
SOS-response repressor and protease LexA (EC 3.4.21.88)	MR1
SSU ribosomal protein S10p (S20e)	MR1
SSU ribosomal protein S11p (S14e)	MR1
SSU ribosomal protein S12p (S23e)	MR1
SSU ribosomal protein S13p (S18e)	MR1
SSU ribosomal protein S14p (S29e)	MR1
SSU ribosomal protein S15p (S13e)	MR1
SSU ribosomal protein S16p	MR1
SSU ribosomal protein S17p (S11e)	MR1
SSU ribosomal protein S18p	MR1
SSU ribosomal protein S19p (S15e)	MR1
SSU ribosomal protein S1p	MR1
SSU ribosomal protein S20p	MR1
SSU ribosomal protein S2p (SAe)	MR1
SSU ribosomal protein S3p (S3e)	MR1
SSU ribosomal protein S4p (S9e)	MR1
SSU ribosomal protein S5p (S2e)	MR1
SSU ribosomal protein S6p	MR1
SSU ribosomal protein S7p (S5e)	MR1
SSU ribosomal protein S8p (S15Ae)	MR1
SSU ribosomal protein S9p (S16e)	MR1
StbD replicon stabilization protein (antitoxin to StbE)	MR1
Streptothricin acetyltransferase, Streptomyces lavendulae type	MR1
Substrate-specific component BioY of biotin ECF transporter	MR1
Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1)	MR1
Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1)	MR1
Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)	MR1
Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	MR1
Sucrose-6-phosphate hydrolase (EC 3.2.1.B3)	MR1
Superoxide dismutase [Mn] (EC 1.15.1.1)	MR1
Teichoic acid export ATP-binding protein TagH (EC 3.6.3.40)	MR1
Thiamin ABC transporter, transmembrane component	MR1
Thiamine-monophosphate kinase (EC 2.7.4.16)	MR1
Thiol peroxidase, Bcp-type (EC 1.11.1.15)	MR1
Thiol peroxidase, Tpx-type (EC 1.11.1.15)	MR1
Thioredoxin reductase (EC 1.8.1.9)	MR1
Threonine dehydratase (EC 4.3.1.19)	MR1
Threonine dehydrogenase and related Zn-dependent dehydrogenases	MR1
Threonine synthase (EC 4.2.3.1)	MR1
Threonyl-tRNA synthetase (EC 6.1.1.3)	MR1
Thymidine kinase (EC 2.7.1.21)	MR1
Thymidine phosphorylase (EC 2.4.2.4)	MR1
Thymidylate kinase (EC 2.7.4.9)	MR1
Thymidylate synthase (EC 2.1.1.45)	MR1
tmRNA-binding protein SmpB	MR1
Topoisomerase IV subunit A (EC 5.99.1.-)	MR1
Topoisomerase IV subunit B (EC 5.99.1.-)	MR1
Transcription antitermination protein NusG	MR1
Transcription elongation factor GreA	MR1
Transcription termination factor Rho	MR1
Transcription termination protein NusA	MR1
Transcription termination protein NusB	MR1
Transcription-repair coupling factor	MR1
Transcriptional regulator, IclR family	MR1
Translation elongation factor G	MR1
Translation elongation factor LepA	MR1
Translation elongation factor P	MR1
Translation elongation factor Ts	MR1
Translation elongation factor Tu	MR1
Translation initiation factor 1	MR1
Translation initiation factor 2	MR1
Translation initiation factor 3	MR1
TRAP-type transport system, small permease component, predicted N-acetylneuraminate transporter	MR1
Triosephosphate isomerase (EC 5.3.1.1)	MR1
Trk system potassium uptake protein TrkA	MR1
tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61)	MR1
tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)	MR1
tRNA nucleotidyltransferase (EC 2.7.7.21) (EC 2.7.7.25)	MR1
tRNA pseudouridine synthase A (EC 4.2.1.70)	MR1
tRNA pseudouridine synthase B (EC 4.2.1.70)	MR1
tRNA-guanine transglycosylase (EC 2.4.2.29)	MR1
tRNA-i(6)A37 methylthiotransferase	MR1
tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	MR1
tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)	MR1
Tryptophan synthase alpha chain (EC 4.2.1.20)	MR1
Tryptophan synthase beta chain (EC 4.2.1.20)	MR1
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	MR1
TsaB protein, required for threonylcarbamoyladenosine (t(6)A) formation in tRNA	MR1
TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	MR1
TsaD/Kae1/Qri7 protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	MR1
TsaE protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	MR1
Twin-arginine translocation protein TatC	MR1
Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	MR1
Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	MR1
Type II/IV secretion system ATP hydrolase TadA/VirB11/CpaF, TadA subfamily	MR1
Type IV fimbrial biogenesis protein PilW	MR1
Type IV fimbrial biogenesis protein PilX	MR1
Type IV pilus biogenesis protein PilO	MR1
Type IV pilus biogenesis protein PilP	MR1
Type IV secretion system protein VirD4	MR1
Tyrosyl-tRNA synthetase (EC 6.1.1.1)	MR1
UDP-galactopyranose mutase (EC 5.4.99.9)	MR1
UDP-glucose 4-epimerase (EC 5.1.3.2)	MR1
UDP-glucose dehydrogenase (EC 1.1.1.22)	MR1
UDP-glucose:(glucosyl)lipopolysaccharide alpha-1,2-glucosyltransferase (EC 2.4.1.58)	MR1
UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	MR1
UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	MR1
UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	MR1
UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)	MR1
UDP-N-acetylmuramate--alanine ligase (EC 6.3.2.8)	MR1
UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)	MR1
UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	MR1
UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	MR1
Uncharacterized protein ImpA	MR1
Uncharacterized protein ImpH/VasB	MR1
Undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.-)	MR1
Universal stress protein A	MR1
Uracil permease	MR1
Uracil phosphoribosyltransferase (EC 2.4.2.9)	MR1
Uracil-DNA glycosylase, family 1	MR1
Urocanate hydratase (EC 4.2.1.49)	MR1
VapC toxin protein	MR1
Vitamin B12 ABC transporter, permease component BtuC	MR1
Xanthine permease	MR1
Xanthine-guanine phosphoribosyltransferase (EC 2.4.2.22)	MR1
Xanthine/uracil/thiamine/ascorbate permease family protein	MR1
Xylose isomerase (EC 5.3.1.5)	MR1
Z-ring-associated protein ZapA	MR1
(R)-citramalate synthase (EC 2.3.1.182)	MR2
[Ni/Fe] hydrogenase, group 1, large subunit	MR2
[NiFe] hydrogenase metallocenter assembly protein HypD	MR2
[NiFe] hydrogenase nickel incorporation-associated protein HypB	MR2
16S rRNA processing protein RimM	MR2
2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase (EC 2.2.1.10)	MR2
2-aminoethylphosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)	MR2
2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	MR2
2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	MR2
2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)	MR2
2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	MR2
2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore	MR2
2,3-dihydroxyphenylpropionate 1,2-dioxygenase (EC 1.13.11.-)	MR2
2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)	MR2
3-dehydro-L-gulonate 2-dehydrogenase (EC 1.1.1.130)	MR2
3-dehydroquinate dehydratase II (EC 4.2.1.10)	MR2
3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	MR2
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	MR2
3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	MR2
3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	MR2
3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)	MR2
3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	MR2
3,7-dideoxy-D-threo-hepto-2, 6-diulosonate synthase (EC 1.4.1.24)	MR2
4-hydroxybenzoyl-CoA thioesterase family active site	MR2
4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	MR2
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	MR2
4Fe-4S ferredoxin, nitrogenase-associated	MR2
5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	MR2
5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	MR2
5-keto-2-deoxy-D-gluconate-6 phosphate aldolase [form 2] (EC 4.1.2.29)	MR2
5-nucleotidase SurE (EC 3.1.3.5)	MR2
5'-nucleotidase family protein in cluster with NagD-like phosphatase	MR2
6-phospho-beta-glucosidase ascB (EC 3.2.1.86)	MR2
6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	MR2
8-amino-7-oxononanoate synthase (EC 2.3.1.47)	MR2
ABC efflux pump, fused inner membrane and ATPase subunits in pyochelin gene cluster	MR2
ABC transporter in pyoverdin gene cluster, permease component	MR2
ABC transporter involved in cytochrome c biogenesis, CcmB subunit	MR2
ABC transporter, predicted N-acetylneuraminate transport system permease protein 1	MR2
ABC-type Fe3+-siderophore transport system, permease 2 component	MR2
ABC-type hemin transport system, ATPase component	MR2
ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	MR2
ABC-type probable sulfate transporter, ATPase component	MR2
ABC-type tungstate transport system, ATP-binding protein	MR2
Acetoacetate metabolism regulatory protein AtoC	MR2
Acriflavin resistance protein	MR2
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	MR2
Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)	MR2
Acylamino-acid-releasing enzyme (EC 3.4.19.1)	MR2
Adenosine deaminase (EC 3.5.4.4)	MR2
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	MR2
Adenylylsulfate reductase-associated complex QmoABC, protein QmoB	MR2
Adenylylsulfate reductase-associated complex QmoABC, protein QmoC	MR2
Adhesin of unknown specificity SdrC	MR2
Adhesin of unknown specificity SdrD	MR2
ADP compounds hydrolase NudE (EC 3.6.1.-)	MR2
ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)	MR2
ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	MR2
Aerobic respiration control protein arcA	MR2
Agmatine/putrescine antiporter, associated with agmatine catabolism	MR2
Alanine racemase, biosynthetic (EC 5.1.1.1)	MR2
Alanine racemase, catabolic (EC 5.1.1.1)	MR2
Alanyl-tRNA synthetase family protein	MR2
Aldose 1-epimerase (EC 5.1.3.3)	MR2
Alfa-L-rhamnosidase (EC 3.2.1.40)	MR2
Alkaline phosphatase (EC 3.1.3.1)	MR2
Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	MR2
Alkanesulfonates transport system permease protein	MR2
Alkyl hydroperoxide reductase subunit C-like protein	MR2
Allantoinase (EC 3.5.2.5)	MR2
Alpha-1,2-mannosidase	MR2
Alpha-1,3-N-acetylgalactosamine transferase PglA (EC 2.4.1.-)	MR2
Alpha-glucosidase SusB (EC 3.2.1.20)	MR2
Amide synthase component of siderophore synthetase	MR2
Amino acid-binding ACT	MR2
Amino-terminal intein-mediated trans-splice	MR2
Aminobenzoyl-glutamate transport protein	MR2
Ammonium transporter family	MR2
AMP-dependent synthetase/ligase in alkane synthesis cluster	MR2
Apo-aryl carrier domain of EntB	MR2
Apolipoprotein N-acyltransferase (EC 2.3.1.-)	MR2
Arabinose 5-phosphate isomerase (EC 5.3.1.13)	MR2
Arabinose operon protein AraL	MR2
Archaeal DNA polymerase II small subunit (EC 2.7.7.7)	MR2
Arginine ABC transporter, ATP-binding protein ArtP	MR2
Arginine/ornithine antiporter	MR2
Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	MR2
Arrested fork binding	MR2
Arsenate reductase (EC 1.20.4.1)	MR2
Arsenical pump-driving ATPase (EC 3.6.3.16)	MR2
Aspartate carbamoyltransferase regulatory chain (PyrI)	MR2
Aspartate racemase (EC 5.1.1.13)	MR2
Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	MR2
ATP synthase F0 sector subunit b	MR2
ATP-binding protein ManX	MR2
ATP-dependent DNA helicase UvrD/PcrA, clostridial paralog 2	MR2
ATP-dependent efflux pump essential for phthiocerol dimycocerosates translocation, ATP-binding protein DrrA-like	MR2
ATP-dependent protease La (EC 3.4.21.53) Type I	MR2
ATP-dependent RNA helicase RhlB	MR2
ATP-dependent RNA helicase SrmB	MR2
ATP-dependent RNA helicase VCA0768	MR2
ATP-dependent RNA helicase VVA0939	MR2
ATP-dependent RNA helicase YxiN	MR2
ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), ethanolamine utilization	MR2
ATPase of the AAA+ family protein associated with FIG137771 hypothetical protein	MR2
Bacteriocin-like peptide M BlpM	MR2
Bacteriocin-like peptide N BlpN	MR2
BclA protein	MR2
Benzoyl-CoA reductase subunit BadD (EC 1.3.99.15)	MR2
Beta-1,3-glucosyltransferase	MR2
Beta-1,4-galactosyltransferase	MR2
Beta-galactosidase (EC 3.2.1.23)	MR2
Beta-galactosidase large subunit (EC 3.2.1.23)	MR2
Beta-glucanase precursor (EC 3.2.1.73)	MR2
Beta-hexosaminidase (EC 3.2.1.52)	MR2
Beta-lactamase class C and other penicillin binding proteins	MR2
Beta-lactamase repressor BlaI	MR2
Beta-phosphoglucomutase (EC 5.4.2.6)	MR2
Betaine reductase component B beta subunit (EC 1.21.4.4)	MR2
Biotin carboxyl carrier protein of methylmalonyl-CoA decarboxylase	MR2
Biotin carboxylase of methylcrotonyl-CoA carboxylase (EC 6.3.4.14)	MR2
Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	MR2
Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	MR2
Cadmium efflux system accessory protein	MR2
Cadmium resistance protein	MR2
Cadmium-transporting ATPase (EC 3.6.3.3)	MR2
CAMP phosphodiesterases class-II:Metallo-beta-lactamase superfamily	MR2
Candidate gene for the hypothesized phosphomevalonate decarboxylase	MR2
Capsular polysaccharide biosynthesis/export periplasmic protein WcbA	MR2
Capsular polysaccharide synthesis enzyme Cap5F	MR2
Carbamoyl-phosphate synthase large chain B (EC 6.3.5.5)	MR2
Carbon monoxide-induced hydrogenase iron-sulfur protein CooX	MR2
Carbon monoxide-induced hydrogenase large subunit CooH	MR2
Carbon monoxide-induced hydrogenase membrane protein CooM	MR2
Carbon monoxide-induced hydrogenase NuoC-like protein CooU	MR2
Carbon monoxide-induced hydrogenase proton translocating subunit CooK	MR2
Carbon monoxide-induced hydrogenase small subunit CooL	MR2
Catabolite repression HPr-like protein Crh	MR2
CblZ, a non-orthologous displasment for Alpha-ribazole-5'-phosphate phosphatase	MR2
Cd(II)/Pb(II)-responsive transcriptional regulator	MR2
CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	MR2
CDP-glycerol: N-acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenyl glycerophosphotransferase	MR2
Cell division topological specificity factor MinE	MR2
Cell surface protein IsdA, transfers heme from hemoglobin to apo-IsdC	MR2
Choline ABC transport system, ATP-binding protein OpuBA	MR2
Choline-sulfatase (EC 3.1.6.6)	MR2
Chromosome partition protein MukB	MR2
Chromosome partition protein MukE	MR2
Chromosome partition protein MukF	MR2
Circadian phase modifier	MR2
CoB--CoM heterodisulfide reductase subunit B (EC 1.8.98.1)	MR2
CoB--CoM heterodisulfide reductase subunit D (EC 1.8.98.1)	MR2
CoB--CoM-reducing hydrogenase (Cys) alpha subunit	MR2
CoB--CoM-reducing hydrogenase (Cys) gamma subunit	MR2
Cob(II)alamin reductase	MR2
Cobalt-precorrin-6y C5-methyltransferase (EC 2.1.1.-)	MR2
Cobalt-zinc-cadmium resistance protein CzcA	MR2
Coenzyme F420 hydrogenase gamma subunit (FrcG) (EC 1.12.98.1)	MR2
Coenzyme F420-reducing hydrogenase, beta subunit	MR2
COG2047: Uncharacterized protein (ATP-grasp superfamily)	MR2
COG3178: Predicted phosphotransferase related to Ser/Thr protein kinases	MR2
Collagen-like surface protein	MR2
Competence-stimulating peptide (CSP) precursor ComC	MR2
Conjugative transposon protein TraD	MR2
Conjugative transposon protein TraM	MR2
Conjugative transposon protein TraP	MR2
Conserved hypothetical protein (perhaps related to histidine degradation)	MR2
Copper-containing nitrite reductase (EC 1.7.2.1)	MR2
CRISPR-associated helicase Cas3, protein	MR2
CRISPR-associated protein Cas2	MR2
CRISPR-associated protein, Cas5e family	MR2
CRISPR-associated protein, Csd2/Csh2 family	MR2
CRISPR-associated protein, Cse1 family	MR2
CRISPR-associated protein, Cse3 family	MR2
CRISPR-associated protein, Cse4 family	MR2
CRISPR-associated protein, Csn1 family	MR2
CRISPR-associated protein, Csn2 family	MR2
CRISPR-associated RAMP Cmr2	MR2
CRISPR-associated RAMP Cmr4	MR2
CRISPR-associated RAMP Cmr6	MR2
CRISPR-associated RAMP protein, Csm4 family	MR2
CRISPR-associated RecB family exonuclease Cas4	MR2
Cyclic pyranopterin phosphate synthase (MoaA) (EC 4.1.99.18)	MR2
Cystathionine beta-synthase (EC 4.2.1.22)	MR2
Cysteine desulfurase (EC 2.8.1.7), NifS subfamily	MR2
Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	MR2
Cysteine desulfurase CsdA-CsdE, sulfur acceptor protein CsdE	MR2
Cytidine deaminase (EC 3.5.4.5)	MR2
Cytochrome c heme lyase subunit CcmF	MR2
Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	MR2
Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	MR2
Cytochrome c-type biogenesis protein CcdA homolog, associated with MetSO reductase	MR2
Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	MR2
Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	MR2
Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	MR2
Cytochrome c-type biogenesis protein ResA	MR2
Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly	MR2
Cytochrome c-type protein NapC	MR2
Cytochrome c-type protein NrfB precursor	MR2
Cytochrome c551 NirM	MR2
Cytochrome c551 peroxidase (EC 1.11.1.5)	MR2
Cytochrome c552 precursor (EC 1.7.2.2)	MR2
Cytoplasmic copper homeostasis protein cutC	MR2
D-allose ABC transporter, substrate-binding component	MR2
D-allose-6-phosphate isomerase (EC 5.3.1.-)	MR2
D-galactonate transporter	MR2
D-glycerate transporter (predicted)	MR2
D-glycero-beta-D-manno-heptose 7-phosphate kinase	MR2
D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)	MR2
D-Lactate dehydrogenase (EC 1.1.2.5)	MR2
D-proline reductase, 26 kDa subunit (EC 1.21.4.1)	MR2
D-tagatose 3-epimerase (EC 5.3.1.-)	MR2
D-xylose proton-symporter XylE	MR2
Deacetylases, including yeast histone deacetylase and acetoin utilization protein	MR2
Deblocking aminopeptidase (EC 3.4.11.-)	MR2
Deoxyadenosine kinase (EC 2.7.1.76)	MR2
