Species	log fold change (Industrial plaque - CMC)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Industrial plaque)	structural.zero (CMC)
Neisseria sp. HMSC15C08	0.238559119533083	1.19059062740801	-4.27475681298028	4.75187505204645	0.002	0.00356302521008403	TRUE	0	0
Selenomonas sp. oral taxon 126	-3.22370357207931	1.03996966510801	-7.16604240022971	0.718635256071096	0.002	0.00356302521008403	TRUE	0	0
Neisseria gonorrhoeae	0.708481028070721	1.12319273563668	-3.54934156210751	4.96630361824895	0.003	0.00525619834710744	TRUE	0	0
Streptococcus intermedius	2.35515267466736	1.06386609316697	-1.67777323438715	6.38807858372187	0.003	0.00525619834710744	TRUE	0	0
Campylobacter concisus	1.23703932503439	0.435349122733906	-0.413291264345686	2.88736991441446	0.004	0.00689430894308943	TRUE	0	0
Mogibacterium diversum	-3.30000146386132	1.09868438683319	-7.46491729113716	0.864914363414512	0.004	0.00689430894308943	TRUE	0	0
Prevotella sp. oral taxon 472	-2.42663794643566	0.885222942829493	-5.78235965272585	0.929083759854524	0.005	0.00854838709677419	TRUE	0	0
Neisseria sp. HMSC077D05	1.51653612518177	1.04344729029088	-2.4389857574828	5.47205800784635	0.006	0.010176	TRUE	0	0
Prevotella maculosa	-3.29237788094672	1.10706315725139	-7.48905612693542	0.904300365041987	0.007	0.0114153846153846	TRUE	0	0
Prevotella marshii	-2.72858692784431	1.0117494741436	-6.56394806394323	1.10677420825462	0.007	0.0114153846153846	TRUE	0	0
Corynebacterium durum	1.79715946138138	0.673071144577864	-0.754332756520352	4.34865167928311	0.007	0.0114153846153846	TRUE	0	0
Granulicatella adiacens	-0.420803346904298	1.04499794272798	-4.38220347536473	3.54059678155614	0.007	0.0114153846153846	TRUE	0	0
Streptococcus sp. oral taxon 064	3.33800075630562	1.1082396257817	-0.863137271273586	7.53913878388482	0.007	0.0114153846153846	TRUE	0	0
Capnocytophaga sp. oral taxon 338	1.80444154647681	0.69248968564495	-0.82066288436082	4.42954597731444	0.008	0.0127518796992481	TRUE	0	0
Leptotrichia sp. oral taxon 215	-1.71819294333119	0.651391944036332	-4.18750319292592	0.751117306263549	0.008	0.0127518796992481	TRUE	0	0
Gemella morbillorum	-0.933086748010978	0.91836069248897	-4.41442773103893	2.54825423501698	0.008	0.0127518796992481	TRUE	0	0
Neisseria sp. HMSC069H12	-3.02860013841527	1.10193889377817	-7.20585321890739	1.14865294207685	0.009	0.0141333333333333	TRUE	0	0
Rothia sp. HMSC064D08	2.82510244077946	1.03227200764379	-1.08805594593581	6.73826082749474	0.009	0.0141333333333333	TRUE	0	0
Centipeda periodontii	-2.68530311575931	1.00851364657534	-6.50839780881518	1.13779157729655	0.01	0.0155882352941176	TRUE	0	0
Prevotella oralis	-2.41890568060471	0.92343525910228	-5.91948343722991	1.0816720760205	0.011	0.0168985507246377	TRUE	0	0
Capnocytophaga sp. oral taxon 864	-1.20866479903896	0.840297502913715	-4.39408220502697	1.97675260694905	0.011	0.0168985507246377	TRUE	0	0
Neisseria sp. HMSC059F02	-1.00831681947139	1.03471961116595	-4.9307536329765	2.91411999403372	0.012	0.0183021582733813	TRUE	0	0
Streptococcus pneumoniae	1.84562658289634	0.742034041744826	-0.967291632632758	4.65854479842544	0.013	0.0195460992907801	TRUE	0	0
Oribacterium sp. oral taxon 078	-3.09829795037518	1.20700183108252	-7.67382581813377	1.4772299173834	0.013	0.0195460992907801	TRUE	0	0
Alloprevotella tannerae	-3.33045299171328	1.29579895301983	-8.24259485253972	1.58168886911317	0.017	0.0253802816901408	TRUE	0	0
Actinomyces sp. oral taxon 171	1.6336906000798	0.669608673771559	-0.904676010836449	4.17205721099604	0.02	0.0294444444444444	TRUE	0	0
Streptococcus sp. NLAE-zl-C503	0.0329821480285002	0.892413478706015	-3.34999759254125	3.41596188859825	0.02	0.0294444444444444	TRUE	0	0
Neisseria sicca	0.810214256155767	1.10792322390197	-3.3897243485387	5.01015286085024	0.023	0.0336275862068966	TRUE	0	0
Selenomonas sputigena	-2.50866785707041	1.05059914775194	-6.49130115106561	1.47396543692479	0.026	0.0377534246575342	TRUE	0	0
Corynebacterium matruchotii	-1.11695382520158	0.825005676203122	-4.24440265362703	2.01049500322388	0.028	0.0403809523809524	TRUE	0	0
Actinomyces sp. oral taxon 877	-2.38105716096305	1.02107596405535	-6.25177335071696	1.48965902879086	0.03	0.042972972972973	TRUE	0	0
Actinomyces sp. HMSC075C01	0.958463981235095	0.574954038983801	-1.22108385399175	3.13801181646194	0.033	0.0469530201342282	TRUE	0	0
Fusobacterium sp. oral taxon 203	-1.00040679639651	1.09538792068953	-5.1528263106453	3.15201271785229	0.035	0.0494666666666667	TRUE	0	0
Selenomonas infelix	-2.24739035814897	1.00395418882756	-6.05320096310359	1.55842024680564	0.036	0.0505430463576159	FALSE	0	0
Streptococcus sp. NPS 308	1.79646637722884	1.07461396880926	-2.27720280433288	5.87013555879056	0.041	0.0571842105263158	FALSE	0	0
Streptococcus sp. oral taxon 058	-0.58284299006093	0.975830565435122	-4.28204197334215	3.11635599322029	0.042	0.0581960784313726	FALSE	0	0
Treponema sp. OMZ 838	-2.5261692940157	1.17714941931001	-6.98853201283459	1.93619342480319	0.044	0.0605714285714286	FALSE	0	0
Actinomyces sp. HMSC08A09	1.31065275076963	0.638219239637245	-1.1087221345865	3.73002763612576	0.052	0.0711225806451613	FALSE	0	0
Neisseria sp. oral taxon 014	-2.59345471800853	1.22006393620168	-7.21849868793468	2.03158925191762	0.058	0.0788205128205128	FALSE	0	0
Actinomyces oris	1.06389133914483	0.566073485123137	-1.08199190616655	3.20977458445622	0.061	0.0823694267515924	FALSE	0	0
Streptococcus sp. HMSC077F03	2.40657739998764	1.13808161093768	-1.90768625109454	6.72084105106982	0.064	0.085873417721519	FALSE	0	0
Streptococcus parasanguinis	-2.18341604107298	1.02779630854897	-6.07960785374613	1.71277577160016	0.07	0.0933333333333333	FALSE	0	0
Streptococcus sp. oral taxon 071	-1.11836253911222	1.07621935411751	-5.1981174489862	2.96139237076177	0.075	0.099375	FALSE	0	0
Actinomyces viscosus	1.1453980502967	0.630665237994154	-1.24534096712536	3.53613706771877	0.08	0.105341614906832	FALSE	0	0
Neisseria sp. HMSC073B07	-1.41438959268955	1.07116170783413	-5.47497187090803	2.64619268552892	0.081	0.106	FALSE	0	0
Treponema medium	-2.48272036012904	1.23863416857771	-7.178160756605	2.21272003634693	0.082	0.106650306748466	FALSE	0	0
Prevotella sp. KH2C16	-1.7493290254828	0.885991731260572	-5.10796507108899	1.60930702012339	0.089	0.115048780487805	FALSE	0	0
Kytococcus sedentarius	-2.08347877357068	1.09328258396163	-6.22791733317513	2.06095978603377	0.096	0.123345454545455	FALSE	0	0
Fusobacterium hwasookii	-1.77011783906368	0.948178674166545	-5.36449345270499	1.82425777457764	0.106	0.135373493975904	FALSE	0	0
Aggregatibacter sp. oral taxon 458	-0.538159739527862	0.888753443531418	-3.90726494195932	2.8309454629036	0.122	0.154874251497006	FALSE	0	0
Porphyromonas sp. oral taxon 278	-1.84861467409401	1.01988849653588	-5.71482938705853	2.0176000388705	0.126	0.159	FALSE	0	0
Selenomonas noxia	-1.2641803982863	0.729074558635503	-4.02797153331605	1.49961073674345	0.128	0.160568047337278	FALSE	0	0
Treponema lecithinolyticum	0.0828038004092382	1.23842396825323	-4.61183976426606	4.77744736508454	0.13	0.162117647058824	FALSE	0	0
Aggregatibacter segnis	-0.661690842609301	0.771410699124102	-3.58597070734146	2.26258902212286	0.139	0.172327485380117	FALSE	0	0
Actinomyces naeslundii	0.284609329340176	0.476955601436804	-1.52344397253461	2.09266263121496	0.152	0.187348837209302	FALSE	0	0
Selenomonas artemidis	-0.673962084570969	1.04142281044615	-4.62180952656051	3.27388535741858	0.164	0.200971098265896	FALSE	0	0
Dialister pneumosintes	-0.0853788174075074	0.931863197639472	-3.61790538028273	3.44714774546772	0.167	0.203471264367816	FALSE	0	0
Porphyromonas sp. KLE 1280	0.974458459399261	0.965667352057433	-2.68621360135535	4.63513052015387	0.186	0.225325714285714	FALSE	0	0
Paraprevotella clara	0.68861170935171	0.908309192359108	-2.75462583607357	4.13184925477699	0.204	0.245727272727273	FALSE	0	0
Neisseria sp. HMSC056A03	-1.69781234376502	1.13308332396994	-5.99312838373097	2.59750369620093	0.206	0.246734463276836	FALSE	0	0
Neisseria sp. HMSC068C04	-1.43948709219843	0.961425260676945	-5.08407814393618	2.20510395953932	0.216	0.257258426966292	FALSE	0	0
Capnocytophaga sp. oral taxon 323	-1.27299917861563	0.874090117000797	-4.58651833515457	2.04051997792332	0.22	0.260558659217877	FALSE	0	0
Campylobacter gracilis	-0.971754726848729	0.675262936879078	-3.53155563699623	1.58804618329877	0.24	0.282666666666667	FALSE	0	0
Neisseria macacae	-0.443068063383936	1.14780930147092	-4.79420764785544	3.90807152108756	0.243	0.284618784530387	FALSE	0	0
Streptococcus sp. F0441	-0.381410261614604	1.07524327346718	-4.45746502447827	3.69464450124906	0.299	0.348285714285714	FALSE	0	0
Actinomyces sp. oral taxon 170	0.874206446983724	0.700510518653401	-1.78130352592329	3.52971641989074	0.324	0.373304347826087	FALSE	0	0
Streptococcus sp. 2_1_36FAA	1.05399932356341	1.12835991457662	-3.22341111696315	5.33140976408997	0.323	0.373304347826087	FALSE	0	0
Neisseria sp. HMSC055H02	0.488428442883757	1.13242657981513	-3.80439799755966	4.78125488332717	0.352	0.402344086021505	FALSE	0	0
Neisseria sp. HMSC065D04	0.373654400521165	1.07733613618344	-3.71033403024176	4.45764283128409	0.353	0.402344086021505	FALSE	0	0
Streptococcus sp. HMSC062B01	1.38411712081521	1.10817899679145	-2.81679107311557	5.585025314746	0.358	0.405860962566845	FALSE	0	0
Neisseria mucosa	-0.217719963042425	1.11178329560014	-4.43229140852614	3.99685148244129	0.37	0.417234042553192	FALSE	0	0
Streptococcus sp. 263_SSPC	-0.847566981418032	1.06048570460999	-4.86767844260015	3.17254447976408	0.408	0.457650793650794	FALSE	0	0
Actinomyces sp. oral taxon 849	-0.267810137612452	0.736776321837322	-3.06079727819357	2.52517700296867	0.428	0.477557894736842	FALSE	0	0
Capnocytophaga sp. oral taxon 336	-0.82637191853491	0.76509703044646	-3.72671779556431	2.07397395849449	0.433	0.480607329842932	FALSE	0	0
Capnocytophaga sp. oral taxon 324	-0.827125453098875	0.776291371653237	-3.76990707366552	2.11565616746777	0.454	0.498694300518135	FALSE	0	0
Neisseria sp. HMSC074B07	0.163333715257155	1.16717798147602	-4.2612290677902	4.58789649830451	0.454	0.498694300518135	FALSE	0	0
Aggregatibacter actinomycetemcomitans	-1.02958878656362	0.969688654716571	-4.70550488581738	2.64632731269015	0.46	0.502680412371134	FALSE	0	0
Actinomyces sp. oral taxon 180	-1.21038410487451	1.10107208927987	-5.38435128468634	2.96358307493731	0.466	0.506625641025641	FALSE	0	0
Capnocytophaga sp. oral taxon 380	-0.817801397683448	0.77172210848517	-3.74326175955584	2.10765896418895	0.471	0.509448979591837	FALSE	0	0
Neisseria sp. HMSC03D10	-0.231677415917365	1.14802837414111	-4.58364746566379	4.12029263382906	0.484	0.520852791878173	FALSE	0	0
[Eubacterium] brachy	1.14991622025974	1.13588414640498	-3.15601723616255	5.45584967668203	0.512	0.54820202020202	FALSE	0	0
Neisseria sp. HMSC70E02	-0.0490888214763556	1.18639988440281	-4.54651839747133	4.44834075451862	0.519	0.552904522613065	FALSE	0	0
Candidatus Gracilibacteria bacterium HOT-871	0.967096333575628	1.05489306468125	-3.03181443081437	4.96600709796563	0.564	0.59784	FALSE	0	0
Prevotella enoeca	1.10473280982676	1.25223534492494	-3.64226721133942	5.85173283099294	0.604	0.637054726368159	FALSE	0	0
Actinomyces massiliensis	0.449985025338568	0.580104022911192	-1.74908547702222	2.64905552769936	0.622	0.652792079207921	FALSE	0	0
Parvimonas micra	-0.97322828594124	1.20699495887438	-5.54873010238902	3.60227353050654	0.639	0.667330049261084	FALSE	0	0
Neisseria sp. GT4A_CT1	-0.523596873975999	1.17017886676743	-4.95953547595356	3.91234172800156	0.688	0.714980392156863	FALSE	0	0
Neisseria lactamica	-0.828928107051393	1.10714151476186	-5.02590339233495	3.36804717823217	0.706	0.730107317073171	FALSE	0	0
Actinomyces johnsonii	-0.33057923308365	0.517962235265306	-2.29408134291675	1.63292287674945	0.726	0.747145631067961	FALSE	0	0
Capnocytophaga ochracea	0.248285828153746	0.4345059278696	-1.39884836044198	1.89542001674947	0.775	0.793719806763285	FALSE	0	0
Actinomyces gerencseriae	0.0521990003039328	0.598295043622007	-2.21583040506917	2.32022840567704	0.882	0.898961538461538	FALSE	0	0
Streptococcus sp. HMSC10A01	-0.0323632556396372	1.04729448373681	-4.00246915994459	3.93774264866532	0.918	0.931177033492823	FALSE	0	0
Streptococcus infantis	0.233401655121	1.0581335926419	-3.77779337065816	4.24459668090016	0.973	0.982266666666667	FALSE	0	0
Actinomyces sp. oral taxon 448	-0.125014590954088	1.33862478108688	-5.19950149943047	4.94947231752229	0.981	0.985649289099526	FALSE	0	0
Fusobacterium nucleatum	0.0398296057463394	0.359183550130461	-1.32177093282818	1.40143014432086	0.992	0.992	FALSE	0	0
