Proteins	log fold change (Anterior - Posterior)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Anterior)	structural.zero (Posterior)
H2PTEROATESYNTH-RXN	-0.355067739606541	0.0797472108053246	-0.678001333895009	-0.0321341453180718	8.4909548989629e-06	4.48543921836518e-05	TRUE	0	0
RXN-19024	0.888414430955743	0.200539462620245	0.0763367569324417	1.70049210497904	9.41794754733049e-06	4.94824054919202e-05	TRUE	0	0
3.4.11.18-RXN	-0.459721073809046	0.104413805210069	-0.882541195908819	-0.0369009517092728	1.06825055056702e-05	5.16376325992809e-05	TRUE	0	0
GSHTRAN-RXN	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
GST-RXN	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-11663	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-13673	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-15680	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-17873	-0.459721073809046	0.104413805210069	-0.882541195908819	-0.0369009517092728	1.06825055056702e-05	5.16376325992809e-05	TRUE	0	0
RXN-17874	-0.459721073809046	0.104413805210069	-0.882541195908819	-0.0369009517092728	1.06825055056702e-05	5.16376325992809e-05	TRUE	0	0
RXN-17875	-0.459721073809046	0.104413805210069	-0.882541195908819	-0.0369009517092728	1.06825055056702e-05	5.16376325992809e-05	TRUE	0	0
RXN-17876	-0.459721073809046	0.104413805210069	-0.882541195908819	-0.0369009517092728	1.06825055056702e-05	5.16376325992809e-05	TRUE	0	0
RXN-17877	-0.459721073809046	0.104413805210069	-0.882541195908819	-0.0369009517092728	1.06825055056702e-05	5.16376325992809e-05	TRUE	0	0
RXN-17878	-0.459721073809046	0.104413805210069	-0.882541195908819	-0.0369009517092728	1.06825055056702e-05	5.16376325992809e-05	TRUE	0	0
RXN-18405	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-18407	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-19573	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-19600	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-19601	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-19610	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-19611	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXN-19626	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
RXNQT-4363	0.878053734221887	0.199665073750626	0.0695168679286677	1.68659060051511	1.09437781023167e-05	5.16376325992809e-05	TRUE	0	0
GUANPRIBOSYLTRAN-RXN	-0.506118381081738	0.115892986648085	-0.975423054601339	-0.0368137075621357	1.25896554916414e-05	5.8832428547478e-05	TRUE	0	0
HYPOXANPRIBOSYLTRAN-RXN	-0.506118381081738	0.115892986648085	-0.975423054601339	-0.0368137075621357	1.25896554916414e-05	5.8832428547478e-05	TRUE	0	0
5.3.4.1-RXN	0.530989632486618	0.121773894964435	0.0378704224948144	1.02410884247842	1.29792062113812e-05	6.03626241026916e-05	TRUE	0	0
2-DEHYDROPANTOATE-REDUCT-RXN	-0.677978340076807	0.157616034347906	-1.31623906387463	-0.0397176162789832	1.69679939561763e-05	7.85375720257301e-05	TRUE	0	0
RXN-12303	0.485374219956436	0.113068613839828	0.0275067472288196	0.943241692684051	1.76481210882276e-05	8.05350877828978e-05	TRUE	0	0
RXN-19671	0.485374219956436	0.113068613839828	0.0275067472288196	0.943241692684051	1.76481210882276e-05	8.05350877828978e-05	TRUE	0	0
RXN1YI0-16	0.485374219956436	0.113068613839828	0.0275067472288196	0.943241692684051	1.76481210882276e-05	8.05350877828978e-05	TRUE	0	0
NQOR-RXN	0.485206122619662	0.113078863344423	0.0272971448748137	0.94311510036451	1.77978593951807e-05	8.08388753837181e-05	TRUE	0	0
MALSYN-RXN	0.822707149892621	0.192612567698645	0.0427291649083317	1.60268513487691	1.94331838247227e-05	8.78560682680488e-05	TRUE	0	0
THYMIDYLATESYN-RXN	-0.345018653716559	0.0820294759843672	-0.677194202550457	-0.0128431048826601	2.59892710583779e-05	0.000116951719762701	TRUE	0	0
RXN-10035	-0.773000150329978	0.183844472812895	-1.51747203587927	-0.0285282647806877	2.61495986244994e-05	0.000117130921027711	TRUE	0	0
LYXK-RXN	-0.812523786163791	0.194302288348246	-1.59934423694982	-0.0257033353777656	2.89272687693568e-05	0.000128006938398517	TRUE	0	0
NITROGENASE-RXN	-0.917606568631765	0.219449930933549	-1.80626153533306	-0.0289516019304682	2.89727638350553e-05	0.000128006938398517	TRUE	0	0
RXN-20190	-0.917606568631765	0.219449930933549	-1.80626153533306	-0.0289516019304682	2.89727638350553e-05	0.000128006938398517	TRUE	0	0
RXN-15878	-0.435480060676996	0.10478805865244	-0.85981570925223	-0.0111444121017621	3.24126309029499e-05	0.00014255691057768	TRUE	0	0
PHOSICITDEHASE-RXN	0.69123265710176	0.168035614235872	0.0107782020095483	1.37168711219397	3.89522573398283e-05	0.000170547721325735	TRUE	0	0
4.3.1.15-RXN	-0.713151712582377	0.173483462687354	-1.41566704308088	-0.010636382083871	3.94331042724819e-05	0.000171878822210101	TRUE	0	0
RXN-13323	0.558656385884194	0.13597251233251	0.00804036196880009	1.10927240979959	3.98068364548443e-05	0.000172733236759414	TRUE	0	0
RXN-2364	0.664888803139032	0.162655039369307	0.00622280137893727	1.32355480489913	4.35627192902282e-05	0.000188190947333786	TRUE	0	0
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	-0.293962342846568	0.0721558435430945	-0.586154955841781	-0.0017697298513541	4.62140324747737e-05	0.000198436917935483	TRUE	0	0
DIHYDLIPACETRANS-RXN	0.427965287519621	0.105091240978519	0.00240191251613009	0.853528662523113	4.65469313675825e-05	0.000198436917935483	TRUE	0	0
RXN0-1133	0.427965287519621	0.105091240978519	0.00240191251613009	0.853528662523113	4.65469313675825e-05	0.000198436917935483	TRUE	0	0
THIAZOLSYN2-RXN	0.263505498551476	0.0647447918290181	0.00132368522331061	0.525687311879642	4.70312317102491e-05	0.00019962601407145	TRUE	0	0
RXN-10819	0.593916327462663	0.146637264331842	0.000113756198964476	1.18771889872636	5.11648110639262e-05	0.000216226940670158	TRUE	0	0
PHOSPHOENOLPYRUVATE-MUTASE-RXN	-0.900618550425783	0.222913896372857	-1.80330072633616	0.00206362548459582	5.34037736551556e-05	0.000223303647710038	TRUE	0	0
RXN-17884	0.784733368734691	0.194257240713343	-0.00190466319923066	1.57137140066861	5.35285492967478e-05	0.000223303647710038	TRUE	0	0
RXN-2962	0.784733368734691	0.194257240713343	-0.00190466319923066	1.57137140066861	5.35285492967478e-05	0.000223303647710038	TRUE	0	0
IMPCYCLOHYDROLASE-RXN	-0.339227730024663	0.0843117720726007	-0.6806453585697	0.00218989852037416	5.73415629113573e-05	0.000238188030554869	TRUE	0	0
RXN0-5144	0.451569381969969	0.112968813987251	-0.00589395467844522	0.909032718618383	6.40711379940697e-05	0.000265009132469088	TRUE	0	0
DIHYDROFOLATEREDUCT-RXN	-0.263321265396685	0.066231651774893	-0.531524067066338	0.00488153627296678	7.01543441215377e-05	0.000286512699521574	TRUE	0	0
RXN-18357	-0.263321265396685	0.066231651774893	-0.531524067066338	0.00488153627296678	7.01543441215377e-05	0.000286512699521574	TRUE	0	0
RXN-19329	-0.263321265396685	0.066231651774893	-0.531524067066338	0.00488153627296678	7.01543441215377e-05	0.000286512699521574	TRUE	0	0
4.2.1.99-RXN	0.773491383873713	0.195035213171195	-0.0162970208385715	1.563279788586	7.31175791583111e-05	0.000297365217330035	TRUE	0	0
PEPSYNTH-RXN	0.343730079139682	0.0875550025001659	-0.0108208997570824	0.698281058036446	8.64146825452195e-05	0.000345935496591514	TRUE	0	0
RXN-11633	-0.316071093621076	0.0810038380439251	-0.64409335680146	0.0119511695593075	9.54297898515178e-05	0.000345935496591514	TRUE	0	0
RXN-12019	0.535591063408993	0.137088643570788	-0.0195446956649705	1.09072682248296	9.34893960230772e-05	0.000345935496591514	TRUE	0	0
RXN-15043	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-16025	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-16032	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-16067	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-16076	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-16077	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-16118	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-1623	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17008	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17009	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17010	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17011	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17012	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17013	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17014	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17015	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17019	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17020	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17021	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17022	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17023	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17024	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-17729	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-20512	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-20528	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN-20565	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN0-5514	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
RXN0-6705	-0.291861252082184	0.0748314111939089	-0.594888484489338	0.0111659803249691	9.60931934976428e-05	0.000345935496591514	TRUE	0	0
PEPTIDYLPROLYL-ISOMERASE-RXN	-0.28989039431751	0.0743712426238222	-0.591054189886986	0.0112734012519658	9.70373195256634e-05	0.000348045293649243	TRUE	0	0
RXN-15041	-0.320062986065946	0.0831128950943714	-0.656625803417218	0.016499831285325	0.000117664089981112	0.000414382229933482	TRUE	0	0
RXN-19726	-0.320062986065946	0.0831128950943714	-0.656625803417218	0.016499831285325	0.000117664089981112	0.000414382229933482	TRUE	0	0
RXN-19727	-0.320062986065946	0.0831128950943714	-0.656625803417218	0.016499831285325	0.000117664089981112	0.000414382229933482	TRUE	0	0
RXN-19728	-0.320062986065946	0.0831128950943714	-0.656625803417218	0.016499831285325	0.000117664089981112	0.000414382229933482	TRUE	0	0
RXN-19729	-0.320062986065946	0.0831128950943714	-0.656625803417218	0.016499831285325	0.000117664089981112	0.000414382229933482	TRUE	0	0
DLACTDEHYDROGFAD-RXN	0.543092613348896	0.141682514614424	-0.030645868915483	1.11683109561327	0.00012650446780611	0.000442310585278915	TRUE	0	0
RXN-20917	0.543092613348896	0.141682514614424	-0.030645868915483	1.11683109561327	0.00012650446780611	0.000442310585278915	TRUE	0	0
GAMMA-GLUTAMYLTRANSFERASE-RXN	0.587387905794412	0.154759275598649	-0.0393044714544065	1.21408028304323	0.000147349744264173	0.000506091701147619	TRUE	0	0
RXN-18092	0.587387905794412	0.154759275598649	-0.0393044714544065	1.21408028304323	0.000147349744264173	0.000506091701147619	TRUE	0	0
RXN-6601	0.587387905794412	0.154759275598649	-0.0393044714544065	1.21408028304323	0.000147349744264173	0.000506091701147619	TRUE	0	0
RXN-9157	0.587387905794412	0.154759275598649	-0.0393044714544065	1.21408028304323	0.000147349744264173	0.000506091701147619	TRUE	0	0
RXN66-336	0.587387905794412	0.154759275598649	-0.0393044714544065	1.21408028304323	0.000147349744264173	0.000506091701147619	TRUE	0	0
5.3.3.14-RXN	0.743182414233403	0.196070354164938	-0.0507977584207219	1.53716258688753	0.000150413080987971	0.000507644148334402	TRUE	0	0
RXN-16614	0.743182414233403	0.196070354164938	-0.0507977584207219	1.53716258688753	0.000150413080987971	0.000507644148334402	TRUE	0	0
RXN1G-30	0.743182414233403	0.196070354164938	-0.0507977584207219	1.53716258688753	0.000150413080987971	0.000507644148334402	TRUE	0	0
RXN1G-53	0.743182414233403	0.196070354164938	-0.0507977584207219	1.53716258688753	0.000150413080987971	0.000507644148334402	TRUE	0	0
RXN1G-674	0.743182414233403	0.196070354164938	-0.0507977584207219	1.53716258688753	0.000150413080987971	0.000507644148334402	TRUE	0	0
RXN-8850	-0.635237396512514	0.169766653277633	-1.32270163481801	0.0522268417929802	0.000182687481484912	0.000614436788938873	TRUE	0	0
GLYOXI-RXN	0.287221306216103	0.0769674168768253	-0.0244556079246058	0.598898220356812	0.000190172333155185	0.000637405199402894	TRUE	0	0
RXN-11475	0.55924803761362	0.150998337855661	-0.0522145512705232	1.17071062649776	0.00021250252884539	0.000709802261298004	TRUE	0	0
DETHIOBIOTIN-SYN-RXN	0.239681147784085	0.0648072759406413	-0.022753692810472	0.502115988378642	0.000216990245487226	0.000722309995252	TRUE	0	0
RXN0-1321	-0.29307147635089	0.0795296974883551	-0.615124257924466	0.0289813052226864	0.000228651373669672	0.000758529471695976	TRUE	0	0
ALDHDEHYDROG-RXN	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
CATECHOL-2-3-DIOXYGENASE-RXN	0.683777740796395	0.186560325936883	-0.0716918988063887	1.43924738039918	0.00024716175647427	0.000773705310640826	TRUE	0	0
CATECHOL-23-DIOXYGENASE-RXN	0.683777740796395	0.186560325936883	-0.0716918988063887	1.43924738039918	0.00024716175647427	0.000773705310640826	TRUE	0	0
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	0.371621560274926	0.101493382688035	-0.0393724110120755	0.782615531561928	0.000250708724517802	0.000773705310640826	TRUE	0	0
R222-RXN	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-10089	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-10715	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-10780	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-10912	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-10917	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-10949	0.371621560274926	0.101493382688035	-0.0393724110120755	0.782615531561928	0.000250708724517802	0.000773705310640826	TRUE	0	0
RXN-10952	0.371621560274926	0.101493382688035	-0.0393724110120755	0.782615531561928	0.000250708724517802	0.000773705310640826	TRUE	0	0
RXN-10953	0.371621560274926	0.101493382688035	-0.0393724110120755	0.782615531561928	0.000250708724517802	0.000773705310640826	TRUE	0	0
RXN-10954	0.371621560274926	0.101493382688035	-0.0393724110120755	0.782615531561928	0.000250708724517802	0.000773705310640826	TRUE	0	0
RXN-11219	0.683777740796395	0.186560325936883	-0.0716918988063887	1.43924738039918	0.00024716175647427	0.000773705310640826	TRUE	0	0
RXN-12588	-0.282451221462626	0.0771546617146548	-0.594886377150363	0.029983934225111	0.000251385268417161	0.000773705310640826	TRUE	0	0
RXN-12717	0.385626035798395	0.10552533647289	-0.0416951940171434	0.812947265613934	0.000257838895201962	0.000773705310640826	TRUE	0	0
RXN-13704	0.683777740796395	0.186560325936883	-0.0716918988063887	1.43924738039918	0.00024716175647427	0.000773705310640826	TRUE	0	0
RXN-14224	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-14225	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-14280	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-14385	-0.282451221462626	0.0771546617146548	-0.594886377150363	0.029983934225111	0.000251385268417161	0.000773705310640826	TRUE	0	0
RXN-14903	0.691912119075541	0.188241282788571	-0.070364497629985	1.45418873578107	0.000237229547417903	0.000773705310640826	TRUE	0	0
RXN-15881	-0.282451221462626	0.0771546617146548	-0.594886377150363	0.029983934225111	0.000251385268417161	0.000773705310640826	TRUE	0	0
RXN-16653	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-16654	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-16655	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-16656	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-16788	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-17808	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-19310	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19313	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19314	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19315	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19319	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19320	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19322	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19323	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19324	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-19326	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-20037	-0.282451221462626	0.0771546617146548	-0.594886377150363	0.029983934225111	0.000251385268417161	0.000773705310640826	TRUE	0	0
RXN-20649	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-21560	-0.282451221462626	0.0771546617146548	-0.594886377150363	0.029983934225111	0.000251385268417161	0.000773705310640826	TRUE	0	0
RXN-21566	-0.282451221462626	0.0771546617146548	-0.594886377150363	0.029983934225111	0.000251385268417161	0.000773705310640826	TRUE	0	0
RXN-3443	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-37	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-4142	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-7253	0.371621560274926	0.101493382688035	-0.0393724110120755	0.782615531561928	0.000250708724517802	0.000773705310640826	TRUE	0	0
RXN-8770	0.453290368125219	0.124347561632766	-0.0502508167458486	0.956831552996286	0.000267028262528897	0.000773705310640826	TRUE	0	0
RXN-9787	-0.282451221462626	0.0771546617146548	-0.594886377150363	0.029983934225111	0.000251385268417161	0.000773705310640826	TRUE	0	0
RXN0-5408	0.371621560274926	0.101493382688035	-0.0393724110120755	0.782615531561928	0.000250708724517802	0.000773705310640826	TRUE	0	0
RXN0-7008	0.691912119075541	0.188241282788571	-0.070364497629985	1.45418873578107	0.000237229547417903	0.000773705310640826	TRUE	0	0
RXN66-3	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN66-472	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN66-476	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN66-479	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN6666-5	0.503879693510664	0.138640698193279	-0.057541057511128	1.06530044453246	0.000278597591280133	0.000773705310640826	TRUE	0	0
RXN-12241	0.552087980205026	0.152323629804435	-0.0647413329592142	1.16891729336927	0.000289587328980759	0.00080193414179287	TRUE	0	0
SUPEROX-DISMUT-RXN	-0.308389260170379	0.0853750845191019	-0.654112735988727	0.0373342156479698	0.000303646199090216	0.000838477572487755	TRUE	0	0
RXN-1961	-0.257550612897279	0.0715910504041747	-0.547456115452654	0.0323548896580961	0.000321259293001548	0.000884600659483017	TRUE	0	0
RXN-12613	0.513970008407693	0.143277518660501	-0.0662273880218687	1.09416740483725	0.000334204187117242	0.000915060478529461	TRUE	0	0
THIAMINASE-RXN	0.513970008407693	0.143277518660501	-0.0662273880218687	1.09416740483725	0.000334204187117242	0.000915060478529461	TRUE	0	0
RXN-969	0.450508948086943	0.125872141190682	-0.0592059694005353	0.960223865574422	0.000344779869840552	0.000938728385112092	TRUE	0	0
S-2-HYDROXY-ACID-OXIDASE-RXN	0.450508948086943	0.125872141190682	-0.0592059694005353	0.960223865574422	0.000344779869840552	0.000938728385112092	TRUE	0	0
RXN-14950	-0.321097998492596	0.0902637956717811	-0.686618142407924	0.0444221454227315	0.000374645131428827	0.00100595322582547	TRUE	0	0
RXN-14957	-0.321097998492596	0.0902637956717811	-0.686618142407924	0.0444221454227315	0.000374645131428827	0.00100595322582547	TRUE	0	0
RXN-14959	-0.321097998492596	0.0902637956717811	-0.686618142407924	0.0444221454227315	0.000374645131428827	0.00100595322582547	TRUE	0	0
RXN-16937	0.374609957404843	0.10528135596745	-0.0517232817240967	0.800943196533783	0.00037343415993192	0.00100595322582547	TRUE	0	0
RXN0-949	-0.321097998492596	0.0902637956717811	-0.686618142407924	0.0444221454227315	0.000374645131428827	0.00100595322582547	TRUE	0	0
CYTOCHROME-C-PEROXIDASE-RXN	0.598546395678177	0.168836594241147	-0.0851516004663706	1.28224439182273	0.000392430778079737	0.00105080638097384	TRUE	0	0
SELENOCYSTEINE-LYASE-RXN	0.384463567440293	0.108636705108576	-0.0554570429245073	0.824384177805093	0.000401670110208818	0.0010725916129752	TRUE	0	0
RXN-12456	0.491647893418694	0.139868272755416	-0.0747438786783745	1.05803966551576	0.000439624786217772	0.00117072682795527	TRUE	0	0
GLUCISOM-RXN	-0.525008685342828	0.149714943531294	-1.13127421293953	0.0812568422538794	0.00045366284604494	0.0012015266658193	TRUE	0	0
XYLISOM-RXN	-0.525008685342828	0.149714943531294	-1.13127421293953	0.0812568422538794	0.00045366284604494	0.0012015266658193	TRUE	0	0
2.1.1.151-RXN	0.533953266829165	0.152493191305817	-0.0835626798178191	1.15146921347615	0.000462665672826681	0.00121872908939711	TRUE	0	0
RXN-8760	0.533953266829165	0.152493191305817	-0.0835626798178191	1.15146921347615	0.000462665672826681	0.00121872908939711	TRUE	0	0
3.4.24.70-RXN	0.484118746539737	0.139293511080377	-0.0799455478724665	1.04818304095194	0.000509845373447	0.00133937757564996	TRUE	0	0
RXN-17898	0.47351440215067	0.137971881772495	-0.0851979997200728	1.03222680402141	0.000599229163640562	0.00156572781467373	TRUE	0	0
RXN-17899	0.47351440215067	0.137971881772495	-0.0851979997200728	1.03222680402141	0.000599229163640562	0.00156572781467373	TRUE	0	0
RXN-9380	0.327397240777883	0.0955369995434281	-0.0594765613091877	0.714271042864954	0.000610478625950941	0.00159084510569521	TRUE	0	0
PROPANEDIOL-DEHYDRATASE-RXN	0.468434507722629	0.13689916223121	-0.085933953167203	1.02280296861246	0.000622198301931346	0.00161273799860605	TRUE	0	0
RXN-21079	0.468434507722629	0.13689916223121	-0.085933953167203	1.02280296861246	0.000622198301931346	0.00161273799860605	TRUE	0	0
RXN0-271	0.604421559006448	0.177520381360073	-0.11444113516367	1.32328425317657	0.000662123028965999	0.00171165846849721	TRUE	0	0
