Proteins	log fold change (Baka - Nzime)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (Baka)	structural.zero (Nzime)	L2	L3	star
ATP-dependent DNA helicase UvrD/PcrA, clostridial paralog	-0.0679740091050611	0.304678331975532	-1.30131777110277	1.16536975289265	0.823456980384245	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial UvrD and related helicases	""
Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)	-0.0679356104509319	0.19470530798647	-0.85610645107455	0.720235230172686	0.727153093152299	0.998995155490989	FALSE	0	0	Carbohydrates	Glycerol and Glycerol-3-phosphate Uptake and Utilization	""
ATP-dependent DNA helicase UvrD/PcrA/Rep, epsilon proteobacterial type 1	-0.0673409325197683	0.282654948449415	-1.21153361339563	1.0768517483561	0.811691613689702	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial UvrD and related helicases	""
Ribonuclease HI-related protein	-0.0650636943444036	0.252711045008206	-1.08804287677548	0.957915488086673	0.796821525475037	0.998995155490989	FALSE	0	0	RNA Metabolism	Ribonuclease H	""
Deoxyribonucleoside regulator DeoR (transcriptional repressor)	-0.0641885998694574	0.216535491007363	-0.94072844224489	0.812351242505976	0.76689824666516	0.998995155490989	FALSE	0	0	Carbohydrates	Deoxyribose and Deoxynucleoside Catabolism	""
CRISPR-associated protein, Csm2 family	-0.0635562489380426	0.174579766354455	-0.770258509017298	0.643146011141212	0.71581859830024	0.998995155490989	FALSE	0	0	DNA Metabolism	CRISPR-associated cluster	""
Transcriptional activator MetR	-0.0632553726162817	0.252036448887245	-1.08350377694358	0.956993031711017	0.801831827761354	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Methionine Biosynthesis	""
Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)	-0.0630003683479732	0.071874932868306	-0.35395148233874	0.227950745642793	0.380743233936719	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Purine de novo biosynthesis in plants	""
GftB: Glycosyl transferase, family 8	-0.0621758302789202	0.305226175843084	-1.29773727481485	1.17338561425701	0.838584720547611	0.998995155490989	FALSE	0	0	Membrane Transport	SecY2-SecA2 Specialized Transport System	""
Predicted P-loop ATPase fused to an acetyltransferase COG1444	-0.0618786962028968	0.282374050603767	-1.20493429718391	1.08117690477811	0.826543070350447	0.998995155490989	FALSE	0	0	RNA Metabolism	tRNA modification Archaea	""
ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20)	-0.0618135485651656	0.0698459377533317	-0.34455125121174	0.220924154081409	0.376157452558394	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	LOS core oligosaccharide biosynthesis	""
Arginine decarboxylase (EC 4.1.1.19)	-0.0613441043421279	0.185673209844214	-0.812952837548151	0.690264628863896	0.741107198648635	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Arginine and Ornithine Degradation	""
Flagellar L-ring protein FlgH	-0.06101379237399	0.283012268737798	-1.20665291266632	1.08462532791834	0.829309617318061	0.998995155490989	FALSE	0	0	Motility and Chemotaxis	Flagellar motility	""
[NiFe] hydrogenase metallocenter assembly protein HypF	-0.0607445621223173	0.161039022185829	-0.712633628743089	0.591144504498455	0.706022013461596	0.998995155490989	FALSE	0	0	Respiration	NiFe hydrogenase maturation	""
Zinc uptake regulation protein ZUR	-0.0603920465550898	0.0772069514307736	-0.372927274487387	0.252143181377208	0.434091190787529	0.998995155490989	FALSE	0	0	Membrane Transport	Transport of Zinc	""
Glyceraldehyde-3-phosphate ketol-isomerase (EC 5.3.1.1)	-0.059996272249939	0.215988899259586	-0.93432350069215	0.814330956192272	0.781185240584087	0.998995155490989	FALSE	0	0	Carbohydrates	Inositol catabolism	""
YjbQ (alternate ThiE)	-0.0590761498136423	0.305826344781943	-1.29706708978525	1.17891479015797	0.846826665520006	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	5-FCL-like protein	""
Uncharacterized protein YrbK clustered with lipopolysaccharide transporters	-0.0586849831381286	0.26646954164723	-1.1373588252261	1.01998885894984	0.825690876237012	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Lipopolysaccharide assembly	""
Propionyl-CoA carboxylase beta chain (EC 6.4.1.3)	-0.0586624277567696	0.19627122233864	-0.853172119868608	0.735847264355068	0.765028167816043	0.998995155490989	FALSE	0	0	Carbohydrates	Serine-glyoxylate cycle	""
Putative fibronectin domain-containing lipoprotein	-0.0585326056294753	0.350833207070945	-1.47871219187373	1.36164698061478	0.86749685633163	0.998995155490989	FALSE	0	0	Virulence, Disease and Defense	Adhesion of Campylobacter	""
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	-0.0584806782945062	0.0755990808191021	-0.36450721499121	0.247545858402198	0.439189051859871	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	KDO2-Lipid A biosynthesis	""
Large exoproteins involved in heme utilization or adhesion	-0.0582257472827694	0.279535880479067	-1.18979238087942	1.07334088631388	0.834999135249914	0.998995155490989	FALSE	0	0	Miscellaneous	At5g04520 AT1G06240	""
Lipid A export ATP-binding/permease protein MsbA	-0.057617188669302	0.0789747819349836	-0.377308628566196	0.262074251227592	0.465656495169797	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	KDO2-Lipid A biosynthesis	""
Ferric uptake regulation protein FUR	-0.0567851318946397	0.0554050334055299	-0.281065775322453	0.167495511533174	0.305406004001689	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ	""
Putative ABC transporter of substrate X, permease subunit II	-0.0559411679021868	0.271618282689998	-1.15545721299838	1.043574877194	0.836825992038157	0.998995155490989	FALSE	0	0	Membrane Transport	ABC transporter of unknown substrate X	""
PTS system, trehalose-specific IIB component (EC 2.7.1.69)	-0.0556771779135752	0.398174960340911	-1.66749709413784	1.55614273831069	0.888793568996821	0.998995155490989	FALSE	0	0	Carbohydrates	Trehalose Uptake and Utilization	""
Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)	-0.0555315327898827	0.217266169627322	-0.935029176306304	0.823966110726538	0.79826576141233	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial	""
Polygalacturonase (EC 3.2.1.15)	-0.0550499329296657	0.323021342816021	-1.36264655646067	1.25254669060134	0.864678296926132	0.998995155490989	FALSE	0	0	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	""
PTS system, glucitol/sorbitol-specific IIB component and second of two IIC components (EC 2.7.1.69)	-0.0547372460659177	0.248060178460471	-1.05888963104363	0.949415138911796	0.82535627789069	0.998995155490989	FALSE	0	0	Carbohydrates	D-Sorbitol(D-Glucitol) and L-Sorbose Utilization	""
ClpXP protease specificity-enhancing factor	-0.0540742447944245	0.20239774242837	-0.873384208348042	0.765235718759193	0.78933964297875	0.998995155490989	FALSE	0	0	Protein Metabolism	Proteolysis in bacteria, ATP-dependent	""
Formate dehydrogenase-O, iron-sulfur subunit (EC 1.2.1.2)	-0.052966647906266	0.228747116633714	-0.978939386255808	0.873006090443276	0.816886686943381	0.998995155490989	FALSE	0	0	Respiration	Formate hydrogenase	""
Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	-0.0527467926065168	0.19121035569459	-0.826769998970353	0.721276413757319	0.782657590484461	0.998995155490989	FALSE	0	0	Membrane Transport	Ton and Tol transport systems	""
Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	-0.0526174772697132	0.119216898655501	-0.535209781514323	0.429974826974896	0.658952960791468	0.998995155490989	FALSE	0	0	Membrane Transport	ABC transporter dipeptide (TC 3.A.1.5.2)	""
Type IV pilus biogenesis protein PilN	-0.052547253920223	0.27149660605196	-1.15157074963972	1.04647624179928	0.846530888710543	0.998995155490989	FALSE	0	0	Membrane Transport	Type IV pilus	""
Ribonuclease E inhibitor RraA	-0.05200915133539	0.245320542918853	-1.04507143882079	0.941053136150014	0.83210323012072	0.998995155490989	FALSE	0	0	RNA Metabolism	RNA processing and degradation, bacterial	""
Ubiquinone/menaquinone biosynthesis methyltransferase UbiE (EC 2.1.1.-)	-0.0519583912728656	0.105897628642714	-0.480634033711823	0.376717251166092	0.62367588790929	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Menaquinone and Phylloquinone Biosynthesis	""
Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	-0.0517673470621363	0.157540258565977	-0.689493351094015	0.585958656969743	0.742459880609645	0.998995155490989	FALSE	0	0	Carbohydrates	Acetyl-CoA biosynthesis in plants	""
Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	-0.0514054153786248	0.178559829392071	-0.774219047369273	0.671408216612024	0.773431687401426	0.998995155490989	FALSE	0	0	Miscellaneous	At5g04520 AT1G06240	""
Glycolate utilization operon transcriptional activator GlcC	-0.0512864054798019	0.280530113852905	-1.18687771494245	1.08430490398284	0.854939562848564	0.998995155490989	FALSE	0	0	Carbohydrates	Glycolate, glyoxylate interconversions	""
Two-component system histidine kinase DccS	-0.0503980273354274	0.145486430626813	-0.639329903473252	0.538533848802397	0.729034234373642	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Two-component regulatory systems in Campylobacter	""
Arginine pathway regulatory protein ArgR, repressor of arg regulon	-0.0500395082680782	0.120153179100723	-0.536421893806319	0.436342877270163	0.677070293805125	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Arginine and Ornithine Degradation	""
Porphobilinogen synthase (EC 4.2.1.24)	-0.0498544732140651	0.118355488253925	-0.528959771545206	0.429250825117076	0.673589663605111	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Core tetrapyrrole biosynthesis in plants	""
Glycine oxidase ThiO (EC 1.4.3.19)	-0.0498425700660623	0.248841858122393	-1.05715920938592	0.957474069253798	0.841247389703404	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis	""
Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase	-0.0494549732891718	0.334386479247216	-1.40305788821209	1.30414794163374	0.882423545632665	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Lipid A-Ara4N pathway ( Polymyxin resistance )	""
Thiamin ABC transporter, substrate-binding component	-0.0489892065703295	0.102269561435846	-0.462978363007199	0.36499994986654	0.631924113650938	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	CLO thiaminPP biosynthesis	""
Macrolide-specific efflux protein MacA	-0.0489394739442401	0.108157066332426	-0.486761363712833	0.388882415824353	0.65091946650327	0.998995155490989	FALSE	0	0	Virulence	Multidrug Resistance Efflux Pumps	""
2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	-0.0487843352948616	0.195624389669434	-0.840675636290899	0.743106965701176	0.80306873227902	0.998995155490989	FALSE	0	0	Carbohydrates	acinetobacter tca	""
Creatinine amidohydrolase (EC 3.5.2.10)	-0.0484972723983788	0.262781858522605	-1.11224330209979	1.01524875730303	0.853579378323951	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Creatine and Creatinine Degradation	""
Molybdopterin biosynthesis protein MoeA	-0.0483228198257724	0.131539013915614	-0.580795284212186	0.484149644560641	0.713346831974038	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdenum cofactor biosynthesis	""
Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	-0.0482734194772787	0.233594768502189	-0.993869546052541	0.897322707097983	0.836279662608006	0.998995155490989	FALSE	0	0	Carbohydrates	acinetobacter tca	""
Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family	-0.0479775708599135	0.24311207001535	-1.03209991745285	0.936144775733025	0.843555573124121	0.998995155490989	FALSE	0	0	Nucleosides and Nucleotides	Purine Utilization	""
Transamidase GatB domain protein	-0.0477980445981419	0.0869373386367807	-0.399722067541024	0.304125978344741	0.582457380710711	0.998995155490989	FALSE	0	0	Cell Division and Cell Cycle	Macromolecular synthesis operon	""
3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)	-0.047760890451626	0.144652046882904	-0.633315165107291	0.537793384204039	0.741265641835794	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Lysine fermentation	""
LSU ribosomal protein L29p (L35e)	-0.0476781226366887	0.10582389411136	-0.476055286271136	0.380699040997759	0.652319583453077	0.998995155490989	FALSE	0	0	Protein Metabolism	Ribosome LSU bacterial	""
Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	-0.0466159249340048	0.191319281158364	-0.82108006367527	0.72784821380726	0.807497924683982	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of cbb3-type cytochrome c oxidases	""
Na(+)-translocating NADH-quinone reductase subunit F (EC 1.6.5.-)	-0.0457707387571471	0.123154249532351	-0.544301515262885	0.452760037748591	0.710150663757908	0.998995155490989	FALSE	0	0	Respiration	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	""
RNA polymerase sigma factor RpoE	-0.0456478559591353	0.112734526376265	-0.501999392238057	0.410703680319786	0.685540284120077	0.998995155490989	FALSE	0	0	RNA Metabolism	Transcription initiation, bacterial sigma factors	""
CTP:molybdopterin cytidylyltransferase	-0.0447437451537042	0.194163100721489	-0.830719720314987	0.741232230007578	0.817746679635686	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdenum cofactor biosynthesis	""
Menaquinone via futalosine step 4	-0.0439604138494274	0.201734480411276	-0.860585479970239	0.772664652271384	0.827497485003633	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate	""
GDP-L-fucose synthetase (EC 1.1.1.271)	-0.0435331048505807	0.133183745347667	-0.582663473784165	0.495597264083004	0.743769994637972	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Capsular heptose biosynthesis	""
CidA-associated membrane protein CidB	-0.0426370430640008	0.282652642340312	-1.18682038876576	1.10154630263776	0.880097135647834	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Murein hydrolase regulation and cell death	""
Sporulation regulatory protein WhiD	-0.0424684790052667	0.198474694638025	-0.845897869467691	0.760960911457157	0.830567117712141	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	WhiB and WhiB-type regulatory proteins_	""
Glutamyl-tRNA(Gln) amidotransferase subunit C (EC 6.3.5.7)	-0.0421059567465814	0.225337205187236	-0.954275307818107	0.870063394324944	0.851772327753356	0.998995155490989	FALSE	0	0	Predictions based on plant-prokaryote comparative analysis	At3g21300	""
Branched-chain alpha-keto acid dehydrogenase, E1 component, alpha subunit (EC 1.2.4.4)	-0.042003026455169	0.166928848516573	-0.717734223617922	0.633728170707584	0.801332994004169	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Branched chain amino acid degradation regulons	""
Methylisocitrate lyase (EC 4.1.3.30)	-0.0418592587148545	0.282016476599573	-1.1834673932329	1.0997488758032	0.882004676256622	0.998995155490989	FALSE	0	0	Carbohydrates	Methylcitrate cycle	""
Conserved uncharacterized protein CreA	-0.0417257114146858	0.263677006803951	-1.10909531861733	1.02564389578796	0.874263316828312	0.998995155490989	FALSE	0	0	Virulence, Disease and Defense	Tolerance to colicin E2	""
Glutaminase (EC 3.5.1.2)	-0.0413655234989516	0.108099528882235	-0.478954500559857	0.396223453561953	0.701970794097895	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	""
Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)	-0.0401997499032589	0.0881728797718236	-0.397125267181876	0.316725767375358	0.648447747132106	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Murein Hydrolases	""
Two-component system response regulator QseB	-0.0399357540213856	0.210546740361133	-0.892233018318506	0.812361510275734	0.849562691779464	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Orphan regulatory proteins	""
Autoinducer 2 (AI-2) kinase LsrK (EC 2.7.1.-)	-0.0399046104594504	0.244635050371994	-1.03019201089896	0.950382789980058	0.870424786411059	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Autoinducer 2 (AI-2) transport and processing (lsrACDBFGE operon)	""
DNA-binding protein HU-beta	-0.0398502755711494	0.0830636567912974	-0.376093559719406	0.296393008577107	0.631401007142173	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA structural proteins, bacterial	""
Cytochrome c heme lyase subunit CcmL	-0.0395521775744911	0.213342081080143	-0.903165034995988	0.824060679847006	0.852920617808674	0.998995155490989	FALSE	0	0	Respiration	Biogenesis of c-type cytochromes	""
Flagellar sensory histidine kinase FlgS	-0.0392799818485619	0.165218281995085	-0.708086772752818	0.629526809055694	0.81207812148678	0.998995155490989	FALSE	0	0	Regulation and Cell signaling	Two-component regulatory systems in Campylobacter	""
ABC transporter, predicted N-acetylneuraminate transport system permease protein 1	-0.0389086516369441	0.147389060685857	-0.63554241093625	0.557725107662362	0.791790690581703	0.998995155490989	FALSE	0	0	Cell Wall and Capsule	Sialic Acid Metabolism	""
Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety, TenA subgroup with Cys in active site	-0.0385957771134793	0.278129668893995	-1.16447003910217	1.08727848487521	0.889632688244656	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Thiamin biosynthesis	""
YgfY COG2938	-0.0382737081858074	0.200427928156692	-0.849609825589896	0.773062409218281	0.848556966866963	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	YgfZ	""
Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	-0.0382443614025751	0.174358739885985	-0.744051902076101	0.66756317927095	0.826382902496744	0.998995155490989	FALSE	0	0	Carbohydrates	Calvin-Benson cycle	""
Asp-X dipeptidase	-0.0380717811640474	0.203307843541396	-0.86106585156983	0.784922289241735	0.851455416944397	0.998995155490989	FALSE	0	0	Protein Metabolism	Protein degradation	""
Na(+)-translocating NADH-quinone reductase subunit B (EC 1.6.5.-)	-0.0375818278356528	0.117343944205594	-0.512592376356708	0.437428720685402	0.748763127897239	0.998995155490989	FALSE	0	0	Respiration	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	""
Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	-0.0372282678646068	0.147064504688075	-0.632548218227493	0.55809168249828	0.800158142616268	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Chorismate biosynthesis in Streptococci	""
Na(+)-translocating NADH-quinone reductase subunit A (EC 1.6.5.-)	-0.0369383258051546	0.112627630032499	-0.492857143623562	0.418980492013253	0.742935406513567	0.998995155490989	FALSE	0	0	Respiration	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	""
Rhamnulokinase (EC 2.7.1.5)	-0.0366769081461462	0.137609814782691	-0.593724091486779	0.520370275194486	0.78983237748813	0.998995155490989	FALSE	0	0	Carbohydrates	L-rhamnose utilization	""
3'-to-5' oligoribonuclease B, Bacillus type	-0.0366390483616417	0.291231977163897	-1.21555170683779	1.14227361011451	0.899884627187669	0.998995155490989	FALSE	0	0	RNA Metabolism	RNA processing and degradation, bacterial	""
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	-0.0362186166077745	0.117627482867616	-0.512376935099285	0.439939701883736	0.758151215109319	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Chorismate biosynthesis in Streptococci	""
Integration host factor alpha subunit	-0.0351176644737512	0.146299691231939	-0.627341635220691	0.557106306273189	0.810299848368766	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA structural proteins, bacterial	""
RND efflux system, membrane fusion protein CmeA	-0.0344319637129282	0.17829685294632	-0.756181061981025	0.687317134555169	0.846868172139537	0.998995155490989	FALSE	0	0	Virulence	Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)	""
Fumarate reductase subunit C	-0.0341822456331813	0.21994942798396	-0.924541770710167	0.856177279443804	0.876498441463134	0.998995155490989	FALSE	0	0	Respiration	Respiration / HGM	""
L-lactate dehydrogenase (EC 1.1.2.3)	-0.0336496977778964	0.116073931713794	-0.503519211246458	0.436219815690665	0.771893631590976	0.998995155490989	FALSE	0	0	Carbohydrates	L-rhamnose utilization	""
DNA recombination protein RmuC	-0.0329435536887726	0.0997217980923478	-0.436619314990597	0.370732207613051	0.741132049373967	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial	""
LSU ribosomal protein L32p	-0.0327236863823188	0.1349655847967	-0.579066975759232	0.513619602994595	0.808424145499412	0.998995155490989	FALSE	0	0	Protein Metabolism	Ribosomal proteins, zinc requirement	""
NADH pyrophosphatase (EC 3.6.1.22)	-0.0325977149595165	0.147166081334875	-0.628328849547036	0.563133419628003	0.82470087265697	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Niacin, NAD and NADP biosynthesis in plants	""
Alanine racemase, biosynthetic (EC 5.1.1.1)	-0.0322306892399111	0.253652858740132	-1.05902235181588	0.994560973336056	0.898888051864821	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Alanine biosynthesis	""
Na(+) H(+) antiporter subunit B	-0.032121184237027	0.243286211896086	-1.01694846052062	0.952706092046567	0.894960219305343	0.998995155490989	FALSE	0	0	Membrane Transport	Sodium Hydrogen Antiporter	""
Zinc ABC transporter, periplasmic-binding protein ZnuA	-0.0316046332334792	0.272759830530729	-1.13574168599785	1.07253241953089	0.907755712476919	0.998995155490989	FALSE	0	0	Membrane Transport	Transport of Zinc	""
Thiol:disulfide oxidoreductase associated with MetSO reductase	-0.0315322812670824	0.13460113724877	-0.576400279943473	0.513335717409309	0.814779568202553	0.998995155490989	FALSE	0	0	Protein Metabolism	Peptide methionine sulfoxide reductase	""
DNA recombination-dependent growth factor C	-0.0314537021049284	0.278367644514952	-1.1582912939954	1.09538388978554	0.910035800553452	0.998995155490989	FALSE	0	0	DNA Metabolism	DNA repair, bacterial	""
Predicted cell-wall-anchored protein SasA (LPXTG motif)	-0.0309152850237937	0.419257019487754	-1.72807578313398	1.66624521308639	0.941218650931922	0.998995155490989	FALSE	0	0	Virulence, Disease and Defense	Adhesins in Staphylococcus	""
Alternative dihydrofolate reductase 2	-0.0307131115838253	0.290679631457727	-1.20738986399224	1.14596364082459	0.915852386267167	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	5-FCL-like protein	""
Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	-0.0305501886037431	0.192996072625816	-0.811802011533585	0.750701634326099	0.874224857061014	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Chlorophyll Biosynthesis in plants and prokaryotes	""
tRNA (Uracil54-C5-)-methyltransferase (EC 2.1.1.35)	-0.0305408979975215	0.282628138180263	-1.17462505038696	1.11354325439192	0.913947813119506	0.998995155490989	FALSE	0	0	RNA Metabolism	tRNA modification Archaea	""
2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	-0.030378782495545	0.144387579930063	-0.614862489827221	0.554104924836131	0.833357461820912	0.998995155490989	FALSE	0	0	Carbohydrates	D-Galacturonate and D-Glucuronate Utilization	""
Molybdenum cofactor biosynthesis protein MoaC	-0.0302124771312582	0.0959764002590956	-0.418726795793268	0.358301841530751	0.752920581978904	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Molybdenum cofactor biosynthesis	""
Diacylglycerol kinase (EC 2.7.1.107)	-0.0299170859139863	0.121058692910335	-0.519965008811728	0.460130836983755	0.804808568647566	0.998995155490989	FALSE	0	0	Fatty Acids, Lipids, and Isoprenoids	Glycerolipid and Glycerophospholipid Metabolism in Bacteria	""
L-fucose operon activator	-0.0297596995005491	0.130101865996401	-0.556414561401954	0.496895162400855	0.819069816425216	0.998995155490989	FALSE	0	0	Carbohydrates	L-fucose utilization	""
Nitrate/nitrite response regulator protein	-0.0296222543458202	0.240533608356899	-1.00330693843293	0.944062429741288	0.901986539008303	0.998995155490989	FALSE	0	0	Nitrogen Metabolism	Nitrate and nitrite ammonification	""
Sulfate transport system permease protein CysW	-0.0295667518915552	0.137882823918718	-0.587719081478409	0.528585577695298	0.83020870683378	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Cysteine Biosynthesis	""
Arginine ABC transporter, periplasmic arginine-binding protein ArtI	-0.029406710476116	0.240163323166221	-1.00159247297231	0.942779052020075	0.902546890709816	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Arginine and Ornithine Degradation	""
Protein YigP (COG3165) clustered with ubiquinone biosynthetic genes	-0.0292732933246027	0.298768749749544	-1.2386949525355	1.1801483658863	0.921948357422013	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinones biosynthesis HGM	""
RND efflux system, outer membrane lipoprotein, NodT family	-0.028969675031342	0.274395575943669	-1.13972825676426	1.08178890670158	0.915918513921174	0.998995155490989	FALSE	0	0	Virulence	Multidrug Resistance Efflux Pumps	""
Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	-0.028775690083938	0.317496911803735	-1.31400931036686	1.25645793019898	0.927784228454295	0.998995155490989	FALSE	0	0	Carbohydrates	Glycolate, glyoxylate interconversions	""
Menaquinone via futalosine step 1	-0.0286368366065819	0.308686611807309	-1.27820619264247	1.22093251942931	0.926086337162548	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate	""
Putative heme iron utilization protein	-0.028164165331841	0.251416620308101	-1.04590349162054	0.989575160956861	0.910806049005761	0.998995155490989	FALSE	0	0	Iron acquisition and metabolism	Iron acquisition in Vibrio	""
Na(+)-translocating NADH-quinone reductase subunit D (EC 1.6.5.-)	-0.027687998443696	0.119803414811281	-0.512654531394863	0.457278534507471	0.8172278470214	0.998995155490989	FALSE	0	0	Respiration	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	""
Thiaminase II (EC 3.5.99.2) involved in salvage of thiamin pyrimidine moiety	-0.0276592847222226	0.165095966881394	-0.695970941688039	0.640652372243594	0.866949435143326	0.998995155490989	FALSE	0	0	Cofactors, Vitamins, Prosthetic Groups, Pigments	5-FCL-like protein	""
FIG022199: FAD-binding protein	-0.0274675350417248	0.298145021070771	-1.23436432853554	1.17942925845209	0.926596260880523	0.998995155490989	FALSE	0	0	Fatty Acids, Lipids, and Isoprenoids	Phospholipid and Fatty acid biosynthesis related cluster	""
Ornithine decarboxylase (EC 4.1.1.17)	-0.0264571159408229	0.0984423729100659	-0.424953739437609	0.372039507555964	0.788116379358014	0.998995155490989	FALSE	0	0	Amino Acids and Derivatives	Arginine and Ornithine Degradation	""
Cell division topological specificity factor MinE	-0.026380626837482	0.110858165008877	-0.4751366161252	0.422375362450236	0.811906396187322	0.998995155490989	FALSE	0	0	Cell Division and Cell Cycle	Bacterial Cytoskeleton	""
Starvation sensing protein RspA	-0.0262644092613064	0.203224310825281	-0.848920337621758	0.796391519099145	0.897168916827654	0.998995155490989	FALSE	0	0	Stress Response	Carbon Starvation	""
Twitching motility protein PilT	-0.0261481921267057	0.143760236887031	-0.60809240272509	0.555796018471679	0.855671003286393	0.998995155490989	FALSE	0	0	Membrane Transport	Type IV pilus	""
