featureid	Intercept	C(Market_economy, Treatment('Farming'))[T.Forrest camp]	C(Market_economy, Treatment('Farming'))[T.Industrial]	C(Market_economy, Treatment('Farming'))[T.Logging road]
Streptococcus sp. HMSC072D05	-1.5274138324421607	-0.6794684867960044	2.190513930461231	-0.5806825311014263
Streptococcus sp. HMSC072D07	-3.018393503920432	-1.0292333107095786	1.8804377533410213	-1.0707223565408794
Streptococcus sp. HMSC077F03	-2.485755430952903	-1.7486769895654746	1.8776779986832768	-0.2684906275102703
Streptococcus sp. HMSC10A01	-1.9097471110981665	-0.1962191205125876	1.0204874418590695	-0.20851336429806633
Streptococcus sp. M143	-1.6108054988545142	0.4456342492598466	0.6231451250527522	0.3691491632631214
Streptococcus sp. NLAE-zl-C503	-0.7574448459309302	0.3338978361684255	0.10405256523829909	0.11093966652659493
Streptococcus sp. NPS 308	-1.3112773769062702	0.39381439950050634	1.8786733366463801	-0.36254210780354423
Streptococcus sp. oral taxon 058	-0.9195189349812214	0.4387645308274202	0.13471694960338088	0.08923088003901558
Streptococcus sp. oral taxon 064	-2.3765768878620825	-1.1352169256311484	1.9772003509019038	-0.31536500166150017
Streptococcus sp. oral taxon 071	-0.9930093162220679	0.41770820658387464	0.4831719316456944	0.09928171326426671
[Eubacterium] brachy	-0.6563956611317341	-0.6229927878480979	1.3103371478531987	0.3252240567377003
[Eubacterium] infirmum	-0.610373007552024	0.3888396766382627	0.5218975759957454	0.8805030434301289
[Eubacterium] minutum	0.8631138927775668	0.4604569036859445	1.8001014210198552	-0.5538046510049899
[Eubacterium] saphenum	-0.15891336132704748	-0.2027188878160544	1.7589447118256718	-1.1363557727167217
[Eubacterium] sulci	-1.4404873721760474	0.8930957574743204	-8.585869827130018	0.9427584259679707
Mogibacterium diversum	-0.47983096768080813	0.7493743259805612	-0.5027107380415767	0.6078805177381437
Mogibacterium pumilum	-1.5466575496357642	1.2795669693845682	0.9711172908459327	0.28372554470805245
Pseudoramibacter alactolyticus	0.09294749568284022	-1.2491159181696005	1.9700473166916996	-1.538419500095566
Catonella morbi	0.548722279770975	0.7968212027448587	0.649454108617129	0.3859646468332203
Johnsonella ignava	1.2806897289592074	0.5881116945642404	-0.5986271284605831	-0.2810098380872814
Lachnoanaerobaculum saburreum	2.5491298861342715	0.1570871878761224	-2.0812986277129033	-0.06359519633444144
Lachnoanaerobaculum umeaense	0.09293438266098963	0.26976507495822233	-3.078983583309827	0.18017643679884987
Lachnoanaerobaculum sp. OBRC5-5	0.7789555914241122	-0.08897447992382723	-1.0834459446455806	0.031558647649566396
Oribacterium sinus	-1.758162962691184	-0.6418658237558432	-1.4144187353636601	0.28700761486796456
Oribacterium sp. oral taxon 078	2.398842317565088	-1.043390725145919	-1.8206925772215703	-1.4750473649332125
Shuttleworthia satelles	-2.423161494032737	-0.8006114702325888	-1.1172068499113896	0.9708735792806538
Stomatobaculum longum	1.450752866967325	-0.6980061273675986	-2.881727018215833	-0.34348939369412346
Lachnospiraceae bacterium oral taxon 082	0.08554078410447108	0.036230113019364296	-2.299808540203748	0.24894808222560005
Lachnospiraceae bacterium oral taxon 500	1.740287197335367	0.5851077396768503	-0.44209043011921345	0.15412659932879613
Filifactor alocis	0.09164978335679042	1.0455491204160623	0.45038746967059584	-0.07344452674480273
[Eubacterium] yurii	0.04739834140122401	0.9090038199323587	0.24979980959636183	0.10882824649123268
Peptoanaerobacter stomatis	-0.28976844479262365	0.2691007811922006	-0.22881976590412556	-0.11727862070294215
Peptostreptococcus anaerobius	-2.04587267567336	0.9635876674550943	-1.695494451382337	0.3802324383428486
Peptostreptococcaceae bacterium oral taxon 113	-0.06830905605971349	0.8534572977918558	0.3743711329911381	-0.6794350893327792
Eggerthia catenaformis	-1.2037918441456519	1.0353958268064432	0.1960455991242558	0.8061996548345478
Solobacterium moorei	-0.19249676396071447	0.7147143442529611	-0.9832418345000127	0.4475563912561329
Centipeda periodontii	0.9396469719249056	0.9676320810216836	-0.6303280972029546	0.4598636477163227
Mitsuokella sp. oral taxon 131	2.190839631064539	-4.096545670519454	-5.338716068127332	-0.7081787736246188
Selenomonas artemidis	0.5104162819224642	-0.6879532079797812	0.561036846778217	0.04526117433814214
Selenomonas felix	-0.9791571967762671	0.42380657013239187	-2.167129793026624	0.4522143750360401
Selenomonas flueggei	0.039450896485452525	0.704787280072587	-2.1342571161772588	0.5814730971029194
Selenomonas infelix	0.3239894039470004	0.9473620910543374	0.494209579369846	1.0218465178182523
Selenomonas noxia	3.0669656820136355	-0.23924056101856905	-1.046951093533215	-0.4038475305864413
Selenomonas ruminantium	-3.4816884868305884	0.986627723683732	-0.44003478513020067	1.3463065474203022
Selenomonas sputigena	1.9378703958827304	0.6155912835496835	-0.3647730730559209	0.7837725727727802
Selenomonas sp. F0473	-2.866860853926534	0.3681311836812071	1.7238389469597966	-0.17602717886658592
Selenomonas sp. oral taxon 126	0.30283809970200526	0.9923513193029336	0.44554822816592754	0.8000358193090351
Selenomonas sp. oral taxon 136	-1.0157410972279273	0.5022393573421411	-1.5233955763365605	0.42613150169161873
Selenomonas sp. oral taxon 138	0.23649050067246424	1.4131808538335733	-0.15624896512287645	0.5920592396428974
Selenomonas sp. oral taxon 149	-1.2347340457600318	0.5348305512565545	-2.072635450222669	0.5616258232763203
Selenomonas sp. oral taxon 478	-0.9259190433186255	0.7118927199739389	-2.444492616512952	0.7369811384847553
Selenomonas sp. oral taxon 892	0.03077532122910487	1.077612545003312	0.9582462638531348	0.5306742041280668
Selenomonas sp. oral taxon 920	0.49912263224900233	0.9176407117742471	-0.21497360692280232	0.45242761065272497
Anaeroglobus geminatus	0.737498176797037	1.0752903480428628	-0.3245937012221187	0.22144378711489754
Dialister invisus	0.6198856956797885	0.7482043166059427	0.9525990590367934	0.23802472640780525
Dialister pneumosintes	-2.16191958119094	-0.5828324298959799	1.8287738777611873	-0.4244127721616824
Megasphaera micronuciformis	-1.4457583301228247	-1.2298842411142417	-0.5478216789748052	0.2950347809961231
Veillonella sp. 3_1_44	-0.7181849353474341	-0.5728418569665976	1.0403370626185557	0.19151300181655007
Veillonella sp. 6_1_27	-0.5567979686421118	-0.5406430106264182	0.8389948896978519	0.08712141205577062
Veillonella sp. HPA0037	-2.1182145946186743	-0.4614142518144675	-2.6936858080412724	0.8270013182332905
Veillonella atypica	-0.2050156467121793	-0.3302629332643576	-1.8680534742857793	0.6724778263738544
Veillonella dispar	-2.0034031741780005	-1.2857666950326987	0.7994687549684665	0.221493556993285
Veillonella parvula	1.843903673394327	-0.23455611277638155	0.8405619628642222	0.149764343993942
Veillonella rodentium	-0.6632611625355445	-2.584037993441207	-1.241958656170544	0.13766992081908302
Veillonella tobetsuensis	-3.469975458876487	0.12151205133380216	-0.1794724844481328	1.11276827742366
Parvimonas micra	0.20124031375229823	0.5175713260072641	0.7325581975196025	0.12023018290309118
Parvimonas sp. KA00067	-3.0205898158711157	0.8228971619504861	0.06988277210933269	-5.621832862598619
Peptoniphilus sp. oral taxon 386	-2.800831305281516	1.0476826686757974	-7.3189583204771855	0.16033031036166268
Candidatus Saccharibacteria oral taxon TM7x	1.1160011417704867	1.1642303724187784	0.6341949619267604	0.7078910916021268
Candidatus Gracilibacteria bacterium HOT-871	-1.9436926715534888	-0.1376425962549277	1.317125371835056	0.6750373690298002
Candidatus Methanomethylophilus alvus	-2.6984572284382544	0.9175018329519204	-0.13516489491718708	0.398960962789336
Thermoplasmatales archaeon BRNA1	-2.6501579158467017	0.8335367400545053	-0.1544868134047359	0.3007319121530445
Methanobrevibacter oralis	-0.05192087818800939	0.5140089054006509	1.4916712857697627	1.3617703764608304
