Proteins	log fold change (Industrial calculus - CMC)	se	ci.lo.adj	ci.up.adj	p.val	q.val	diff.abn	structural.zero (CMC)	structural.zero (Industrial calculus)
RXN0-5144	-0.266533397617007	0.1009238066029	-0.676216971490863	0.143150176256848	0	0	TRUE	0	0
2.7.8.11-RXN	-0.260993004133691	0.226573169458664	-1.18072947595524	0.658743467687862	0	0	TRUE	0	0
RXN-20525	-0.260993004133691	0.226573169458664	-1.18072947595524	0.658743467687862	0	0	TRUE	0	0
RXN-10658	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0	0	TRUE	0	0
RXN-20947	-0.250568729540199	0.0812680263405742	-0.58046290013844	0.0793254410580416	0	0	TRUE	0	0
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	-0.248748439433227	0.111831548981901	-0.702710197326707	0.205213318460253	0	0	TRUE	0	0
2.3.1.128-RXN	-0.241515666195183	0.0911638622394225	-0.611580353086582	0.128549020696216	0	0	TRUE	0	0
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19025	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19026	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19242	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19243	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19244	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19245	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19246	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19247	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-19248	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
RXN-20897	-0.240857445400476	0.229416783141304	-1.17213709871145	0.690422207910496	0	0	TRUE	0	0
LEUCYLTRANSFERASE-RXN	-0.239157141961474	0.0922986045585733	-0.61382812844049	0.135513844517541	0	0	TRUE	0	0
RXN-17846	-0.239157141961474	0.0922986045585733	-0.61382812844049	0.135513844517541	0	0	TRUE	0	0
RXN-17847	-0.239157141961474	0.0922986045585733	-0.61382812844049	0.135513844517541	0	0	TRUE	0	0
RXN-17848	-0.239157141961474	0.0922986045585733	-0.61382812844049	0.135513844517541	0	0	TRUE	0	0
GLYOXI-RXN	-0.234562227817584	0.106965536855365	-0.668771210765145	0.199646755129978	0	0	TRUE	0	0
3-OXOACYL-ACP-REDUCT-RXN	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-10655	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-10659	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-11476	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-11480	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-13008	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-16616	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-16622	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-16626	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-16630	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21614	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21618	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21622	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21626	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21631	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21635	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21645	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21650	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21655	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21660	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21665	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21670	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21676	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21681	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21686	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21691	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21696	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-21702	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9514	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9518	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9524	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9528	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9532	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9536	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9540	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9552	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9556	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN-9633	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN0-2142	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN1G-157	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN1G-349	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
RXN1G-469	-0.226195148492068	0.0588694410757901	-0.465165950562399	0.0127756535782628	0	0	TRUE	0	0
URPHOS-RXN	-0.204967695976121	0.120024405131917	-0.692187004300489	0.282251612348246	0	0	TRUE	0	0
3.2.1.52-RXN	-0.193597936879412	0.0470995658745954	-0.384790868705041	-0.00240500505378244	0	0	TRUE	0	0
RXN-12625	-0.193597936879412	0.0470995658745954	-0.384790868705041	-0.00240500505378244	0	0	TRUE	0	0
RXN-12626	-0.193597936879412	0.0470995658745954	-0.384790868705041	-0.00240500505378244	0	0	TRUE	0	0
RXN-18082	-0.193597936879412	0.0470995658745954	-0.384790868705041	-0.00240500505378244	0	0	TRUE	0	0
RXN-21432	-0.193597936879412	0.0470995658745954	-0.384790868705041	-0.00240500505378244	0	0	TRUE	0	0
RXN0-5226	-0.193597936879412	0.0470995658745954	-0.384790868705041	-0.00240500505378244	0	0	TRUE	0	0
6PGLUCONDEHYDROG-RXN	-0.171070000769265	0.190855791245423	-0.945817657282057	0.603677655743527	0	0	TRUE	0	0
HEMN-RXN	-0.168559263156527	0.106398639046247	-0.600467017798513	0.263348491485458	0	0	TRUE	0	0
MALIC-NADP-RXN	-0.152777996654738	0.0915086459992714	-0.524242276444019	0.218686283134542	0	0	TRUE	0	0
GLUCOSE-1-PHOSPHAT-RXN	-0.141263707512712	0.126940320140282	-0.656557033976157	0.374029618950733	0	0	TRUE	0	0
RXN0-5204	-0.136667089901948	0.223523993509186	-1.0440259340616	0.770691754257705	0	0	TRUE	0	0
DETHIOBIOTIN-SYN-RXN	-0.133803295772229	0.110095412262936	-0.580717492543113	0.313110900998654	0	0	TRUE	0	0
RXN-11589	-0.130993068289181	0.22134560360802	-1.02950909735851	0.767522960780152	0	0	TRUE	0	0
R101-RXN	-0.120106531791376	0.333467886198333	-1.4737645039627	1.23355144037995	0	0	TRUE	0	0
LAUROYLACYLTRAN-RXN	-0.0987294335071862	0.212693185606013	-0.962122396483105	0.764663529468732	0	0	TRUE	0	0
RXN-20792	-0.0987294335071862	0.212693185606013	-0.962122396483105	0.764663529468732	0	0	TRUE	0	0
RXN-11475	-0.0969535540124502	0.254852396845498	-1.13148489269643	0.937577784671532	0	0	TRUE	0	0
N-ACETYLGLUCOSAMINE-KINASE-RXN	-0.0940085026896618	0.215900360077798	-0.970420462311313	0.78240345693199	0	0	TRUE	0	0
MYRISTOYLACYLTRAN-RXN	-0.0902058993184705	0.227420103332666	-1.01338035973771	0.832968561100768	0	0	TRUE	0	0
MYRPALMTRAN-RXN	-0.0902058993184705	0.227420103332666	-1.01338035973771	0.832968561100768	0	0	TRUE	0	0
GLUTATHIONE-REDUCT-NADPH-RXN	-0.0771889796476244	0.105857098415426	-0.506898439273793	0.352520479978544	0	0	TRUE	0	0
1.18.1.2-RXN	-0.0755029473399089	0.0683432551854929	-0.352931137744303	0.201925243064485	0	0	TRUE	0	0
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	-0.0716620142934632	0.144070902183296	-0.6564941176833	0.513170089096373	0	0	TRUE	0	0
3.1.11.2-RXN	-0.0668982735690706	0.0746339081307523	-0.369862333728697	0.236065786590556	0	0	TRUE	0	0
RXN-11842	-0.0610872104622623	0.261017541048243	-1.12064493682865	0.998470515904125	0	0	TRUE	0	0
1.8.98.1-RXN	-0.0398141001278878	0.243421299448232	-1.02794278127598	0.948314581020209	0	0	TRUE	0	0
RXN-11328	-0.0305846133996728	0.222379609415681	-0.933298018776419	0.872128791977073	0	0	TRUE	0	0
RXN-16750	-0.0305846133996728	0.222379609415681	-0.933298018776419	0.872128791977073	0	0	TRUE	0	0
RXN-10462	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-13805	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-1381	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-15045	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-16024	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-16117	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-17016	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-17017	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-17018	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-20513	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
RXN-20564	-0.0241294176978044	0.258127643615562	-1.07195608131298	1.02369724591737	0	0	TRUE	0	0
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	0.000936270330107458	0.120461236096727	-0.488056281363352	0.489928822023567	0	0	TRUE	0	0
RXN-11361	0.00293145993972521	0.206343239813976	-0.834684943733167	0.840547863612617	0	0	TRUE	0	0
GLCNACPTRANS-RXN	0.0103977390236509	0.190340056155144	-0.762256375815778	0.78305185386308	0	0	TRUE	0	0
RXN0-5418	0.0211756550966955	0.230211855246643	-0.913331462502106	0.955682772695497	0	0	TRUE	0	0
QUEUOSINE-TRNA-RIBOSYLTRANSFERASE-RXN	0.0225654736132082	0.212681204685969	-0.840778854790678	0.885909802017094	0	0	TRUE	0	0
RXN-14461	0.0290345923588617	0.0884042593657138	-0.32982794108799	0.387897125805713	0	0	TRUE	0	0
ACNEULY-RXN	0.0334115487627931	0.0835742619940209	-0.305844405704906	0.372667503230492	0	0	TRUE	0	0
RXN-15313	0.0334115487627931	0.0835742619940209	-0.305844405704906	0.372667503230492	0	0	TRUE	0	0
O-SUCCINYLBENZOATE-COA-LIG-RXN	0.0379219341168024	0.145727653145192	-0.553635476987193	0.629479345220798	0	0	TRUE	0	0
ADENYLATECYC-RXN	0.0434912353454786	0.12590537235876	-0.467600891022782	0.55458336171374	0	0	TRUE	0	0
NITRIC-OXIDE-REDUCTASE-RXN	0.0502695520523315	0.120423036114597	-0.438567933104025	0.539107037208688	0	0	TRUE	0	0
RXN-14971	0.0557652645086622	0.0691640803135695	-0.224994930338638	0.336525459355963	0	0	TRUE	0	0
RXN-21393	0.0557652645086622	0.0691640803135695	-0.224994930338638	0.336525459355963	0	0	TRUE	0	0
RXN-21394	0.0557652645086622	0.0691640803135695	-0.224994930338638	0.336525459355963	0	0	TRUE	0	0
RXN1YI0-14	0.0557652645086622	0.0691640803135695	-0.224994930338638	0.336525459355963	0	0	TRUE	0	0
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	0.0557652645086622	0.0691640803135695	-0.224994930338638	0.336525459355963	0	0	TRUE	0	0
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	0.0557652645086622	0.0691640803135695	-0.224994930338638	0.336525459355963	0	0	TRUE	0	0
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	0.0562740966776931	0.137859826059661	-0.503345165960454	0.61589335931584	0	0	TRUE	0	0
3.4.11.5-RXN	0.065333233953766	0.114752189488465	-0.400484383136919	0.531150851044451	0	0	TRUE	0	0
RXN0-5055	0.0791246844933804	0.0570527782229419	-0.152471673874018	0.310721042860779	0	0	TRUE	0	0
ACETYL-COA-CARBOXYLTRANSFER-RXN	0.09655136067237	0.0544430589496242	-0.124451272045073	0.317553993389813	0	0	TRUE	0	0
RXN-14247	0.101548347770048	0	0.101548347770048	0.101548347770048	0	0	TRUE	0	0
RXN-9393	0.101548347770048	0	0.101548347770048	0.101548347770048	0	0	TRUE	0	0
RXN-9394	0.101548347770048	0	0.101548347770048	0.101548347770048	0	0	TRUE	0	0
RXN-9421	0.101548347770048	0	0.101548347770048	0.101548347770048	0	0	TRUE	0	0
RXN-9432	0.101548347770048	0	0.101548347770048	0.101548347770048	0	0	TRUE	0	0
RXN-9436	0.101548347770048	0	0.101548347770048	0.101548347770048	0	0	TRUE	0	0
RXN-9443	0.101548347770048	0	0.101548347770048	0.101548347770048	0	0	TRUE	0	0
RXN-9984	0.101548347770048	0	0.101548347770048	0.101548347770048	0	0	TRUE	0	0
4.2.1.59-RXN	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-11477	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-11481	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-13009	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-16619	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-16623	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-16627	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-16631	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-21615	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-21623	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-21651	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-21671	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-21698	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-21703	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-9634	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN0-2144	0.115273472484725	0.0635573309808556	-0.14272704670469	0.373273991674141	0	0	TRUE	0	0
RXN-12104	0.131384350313774	0.0761220073814779	-0.177620403710235	0.440389104337783	0	0	TRUE	0	0
1.2.99.7-RXN	0.136953143888007	0.153794964729114	-0.487352190154121	0.761258477930135	0	0	TRUE	0	0
CTPSYN-RXN	0.149195681005165	0.102508685336611	-0.266921447107661	0.565312809117991	0	0	TRUE	0	0
GLUC1PURIDYLTRANS-RXN	0.171298406703811	0.0469122124181322	-0.0191339946166274	0.36173080802425	0	0	TRUE	0	0
RXN0-4341	0.172474325793033	0.13636840518551	-0.381090759397404	0.72603941098347	0	0	TRUE	0	0
1.8.1.4-RXN	0.182943264386518	0.0553399782111102	-0.0417002643780558	0.407586793151092	0	0	TRUE	0	0
RXN-7716	0.182943264386518	0.0553399782111102	-0.0417002643780558	0.407586793151092	0	0	TRUE	0	0
FOLYLPOLYGLUTAMATESYNTH-RXN	0.190162435544582	0.0912722692125775	-0.180342311603063	0.560667182692228	0	0	TRUE	0	0
FORMYLTHFGLUSYNTH-RXN	0.190162435544582	0.0912722692125775	-0.180342311603063	0.560667182692228	0	0	TRUE	0	0
RXN-6341	0.190162435544582	0.0912722692125775	-0.180342311603063	0.560667182692228	0	0	TRUE	0	0
RXN0-2921	0.190162435544582	0.0912722692125775	-0.180342311603063	0.560667182692228	0	0	TRUE	0	0
GLYCOGENSYN-RXN	0.193211392441599	0.0697999997384133	-0.0901302125945863	0.476552997477784	0	0	TRUE	0	0
GLUTAMINE--TRNA-LIGASE-RXN	0.196088646568318	0.0695801306372345	-0.0863604360572747	0.478537729193912	0	0	TRUE	0	0
3-OXOACYL-ACP-SYNTH-BASE-RXN	0.196893112911646	0.0618666112125737	-0.0542442077877022	0.448030433610993	0	0	TRUE	0	0
2.3.1.179-RXN	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21617	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21625	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21649	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21664	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21669	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21680	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21685	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21690	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-21695	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
RXN-8391	0.212613340822135	0.0650735833463165	-0.0515421551649833	0.476768836809254	0	0	TRUE	0	0
DIOHBUTANONEPSYN-RXN	0.21643720191532	0.0625819363918716	-0.0376038635574469	0.470478267388087	0	0	TRUE	0	0
2.4.1.212-RXN	0.217269289199348	0.154493711183379	-0.409872491011932	0.844411069410628	0	0	TRUE	0	0
1TRANSKETO-RXN	0.218731824963889	0.0595615525984849	-0.0230484898634519	0.46051213979123	0	0	TRUE	0	0
2TRANSKETO-RXN	0.218731824963889	0.0595615525984849	-0.0230484898634519	0.46051213979123	0	0	TRUE	0	0
3.1.13.1-RXN	0.233447269126413	0.0654291541836072	-0.0321516081231638	0.499046146375989	0	0	TRUE	0	0
RXN0-4222	0.233447269126413	0.0654291541836072	-0.0321516081231638	0.499046146375989	0	0	TRUE	0	0
RXN0-6479	0.233447269126413	0.0654291541836072	-0.0321516081231638	0.499046146375989	0	0	TRUE	0	0
RXN0-6524	0.233447269126413	0.0654291541836072	-0.0321516081231638	0.499046146375989	0	0	TRUE	0	0
RXN0-6525	0.233447269126413	0.0654291541836072	-0.0321516081231638	0.499046146375989	0	0	TRUE	0	0
RXN0-6366	0.250630666752422	0.106470769478583	-0.181569889501981	0.682831223006826	0	0	TRUE	0	0
RIBOFLAVINSYNDEAM-RXN	0.251393165360799	0.0647119628872453	-0.011294391920429	0.514080722642027	0	0	TRUE	0	0
RIBOFLAVINSYNREDUC-RXN	0.25596309062106	0.0639669637579868	-0.00370026537326568	0.515626446615386	0	0	TRUE	0	0
GALACTURIDYLYLTRANS-RXN	0.256031155404786	0.0778672768709546	-0.0600582327198283	0.5721205435294	0	0	TRUE	0	0
LUMAZINESYN-RXN	0.259017546754289	0.060946194885658	0.0116165045699436	0.506418588938634	0	0	TRUE	0	0
HOMOCYSMET-RXN	0.259080958844907	0.0733199882436693	-0.0385494598950886	0.556711377584902	0	0	TRUE	0	0
RXN-12730	0.259080958844907	0.0733199882436693	-0.0385494598950886	0.556711377584902	0	0	TRUE	0	0
PHOSMANMUT-RXN	0.265710437687757	0.0830765299151308	-0.0715250553667723	0.602945930742286	0	0	TRUE	0	0
SUPEROX-DISMUT-RXN	0.265762067752275	0.0592070737102008	0.0254207016002096	0.50610343390434	0	0	TRUE	0	0
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	0.271960908823353	0.0952439848090417	-0.114666363769376	0.658588181416081	0	0	TRUE	0	0
FADSYN-RXN	0.275582009703617	0.0973844987133375	-0.11973432660714	0.670898346014375	0	0	TRUE	0	0
PEPTIDYLPROLYL-ISOMERASE-RXN	0.279446168777876	0.0809756486078534	-0.0492611425599574	0.60815348011571	0	0	TRUE	0	0
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	0.280802139641669	0.0799191922200501	-0.0436166609555808	0.60522094023892	0	0	TRUE	0	0
RXN0-6550	0.280802139641669	0.0799191922200501	-0.0436166609555808	0.60522094023892	0	0	TRUE	0	0
RXN0-1342	0.286263509160268	0.0715983066392433	-0.00437802661429021	0.576905044934826	0	0	TRUE	0	0
RXN-14014	0.288178483037107	0.0883909672196533	-0.0706300931316178	0.646987059205831	0	0	TRUE	0	0
ENOYL-ACP-REDUCT-NADH-RXN	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-10657	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-10661	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-11478	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-11482	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-16620	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-16624	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-16628	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-16632	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21616	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21620	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21624	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21628	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21633	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21637	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21647	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21652	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21657	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21662	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21667	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21672	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21678	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21683	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21688	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21693	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21699	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-21704	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9558	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9635	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9657	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9658	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9659	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9660	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9661	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9662	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN-9663	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN0-2145	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
RXN1G-395	0.294628375025429	0.0582816242375911	0.0580437186145077	0.53121303143635	0	0	TRUE	0	0
PHOSACETYLGLUCOSAMINEMUT-RXN	0.294897181654512	0.100160966453381	-0.111689768248556	0.701484131557579	0	0	TRUE	0	0
RXN-11586	0.29677716473496	0.0979071067001957	-0.100660612641072	0.694214942110991	0	0	TRUE	0	0
